"pers_no","date","organizational_unit","location","pers_count","years"
3452,2016-11-21,"SPOTS ACCOUNTANT","Melbourne",1,2016
3453,2016-11-21,"Human Resources O-I Asia Pacific","Melbourne",1,2016
3453,2016-11-21,"Talent Acquisition","Melbourne",1,2016
3454,2016-11-28,"Monthly Reporting and Planning","Melbourne",1,2016
3455,2016-12-12,"New Product Development","Melbourne",1,2016
3456,2016-11-28,"Mould Repair","Sydney",1,2016
3457,2016-11-28,"Procurement","Melbourne",1,2016
3457,2016-11-28,"Procurement","Melbourne",1,2016
3457,2016-11-28,"Regional Logistics","Melbourne",1,2016
3457,2016-11-28,"Quantum_ITF","Melbourne",1,2016
3457,2016-11-28,"Quantum_ITF","Melbourne",1,2016
3458,2016-12-12,"Human Resources O-I Asia Pacific","Melbourne",1,2016
3459,2017-01-09,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3460,2017-01-09,"O-I Operations","Melbourne",1,2017
3460,2017-01-09,"O-I Operations","Melbourne",1,2017
3460,2017-01-09,"Operations O-I Australia","Melbourne",1,2017
3461,2017-01-01,"Brisbane Cullet Pty Ltd","Brisbane",1,2017
3461,2017-01-01,"Cullet Operations","Brisbane",1,2017
3461,2017-01-01,"Brisbane Cullet","Brisbane",1,2017
3462,2017-01-01,"Batch & Furnace","Brisbane",1,2017
3463,2017-01-03,"Plant Mechanical Maintenance","Brisbane",1,2017
3463,2017-01-03,"Plant Mechanical Maintenance","Brisbane",1,2017
3464,2017-01-03,"Corporate Accounting","Melbourne",1,2017
3464,2017-01-03,"Process Improvement","Melbourne",1,2017
3465,2017-01-03,"Occupational Health & Safety","Melbourne",1,2017
3466,2017-01-04,"C Shift","Brisbane",1,2017
3466,2017-01-04,"C Shift","Brisbane",1,2017
3466,2017-01-04,"Distribution - Queensland","Brisbane",1,2017
3467,2017-01-10,"Plant Reliability","Brisbane",1,2017
3467,2017-01-10,"Plant Reliability","Brisbane",1,2017
3468,2017-01-16,"Regional Integrated Operations","Melbourne",1,2017
3468,2017-01-16,"Continuous Improvement","Melbourne",1,2017
3468,2017-01-16,"Operational Performance","Melbourne",1,2017
3468,2017-01-16,"Operational Performance","Melbourne",1,2017
3468,2017-01-16,"Strategy and Integration O-I AP","Melbourne",1,2017
3469,2017-01-16,"Plant Reliability Sydney","Sydney",1,2017
3469,2017-01-16,"Plant Electrical Sydney","Sydney",1,2017
3470,2017-01-23,"Distribution - Queensland","Brisbane",1,2017
3471,2017-01-30,"B Shift","Brisbane",1,2017
3471,2017-01-30,"Distribution - Queensland","Brisbane",1,2017
3472,2017-01-23,"Service Desk AP","Melbourne",1,2017
3473,2017-02-01,"Distribution","Melbourne",1,2017
3473,2017-02-01,"Distribution","Melbourne",1,2017
3473,2017-02-01,"ANZ Logistics","Melbourne",1,2017
3474,2017-01-30,"","Melbourne",1,2017
3474,2017-01-30,"Plant Engineering","Melbourne",1,2017
3475,2017-02-20,"O-I Adelaide Plant","Melbourne",1,2017
3476,2017-02-20,"O-I Melbourne Plant","Melbourne",1,2017
3477,2017-02-20,"O-I Brisbane Plant","Melbourne",1,2017
3478,2017-02-20,"O-I Sydney Plant","Melbourne",1,2017
3479,2017-02-20,"Operational Capability","Melbourne",1,2017
3480,2017-02-17,"Plant Engineering","Melbourne",1,2017
3480,2017-02-17,"Plant Engineering","Melbourne",1,2017
3480,2017-02-17,"Operational Performance","Melbourne",1,2017
3480,2017-02-17,"Supply Chain O-I Asia Pacific","Melbourne",1,2017
3481,2017-02-27,"Quality","Adelaide",1,2017
3481,2017-02-27,"Quality","Adelaide",1,2017
3481,2017-02-27,"Quality","Adelaide",1,2017
3482,2017-03-06,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3482,2017-03-06,"Talent Acquisition","Melbourne",1,2017
3482,2017-03-06,"Talent and Organisational Effectiveness","Melbourne",1,2017
3483,2017-02-13,"Australian Financial Operations","Melbourne",1,2017
3483,2017-02-13,"Business Controlling","Melbourne",1,2017
3484,2017-02-27,"Commercial","Melbourne",1,2017
3485,1982-09-06,"Operational Advancement","Sydney",1,1982
3485,1982-09-06,"Operational Advancement","Sydney",1,1982
3486,2017-02-27,"Business Services","Brisbane",1,2017
3486,2017-02-27,"Plant Controls","Brisbane",1,2017
3486,2017-02-27,"Plant Controls Brisbane","Brisbane",1,2017
3487,2017-03-06,"Business Planning","Melbourne",1,2017
3487,2017-03-06,"Strategy and Integration O-I AP","Melbourne",1,2017
3487,2017-03-06,"Change Management","Melbourne",1,2017
3488,2017-03-02,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3488,2017-03-02,"Human Resources Shared Services","Melbourne",1,2017
3489,2017-03-08,"Distribution","Melbourne",1,2017
3489,2017-03-08,"ANZ Logistics","Melbourne",1,2017
3490,2017-03-13,"AUDIT","Sydney",1,2017
3490,2017-03-13,"C Shift","Sydney",1,2017
3490,2017-03-13,"Pack Centre","Sydney",1,2017
3491,2017-03-14,"General Maintenace","Melbourne",1,2017
3492,2017-03-20,"Business Services Melbourne","Melbourne",1,2017
3493,2017-03-01,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3493,2017-03-01,"Human Resources Business Partnering","Melbourne",1,2017
3494,2017-03-27,"Plant Engineering","Melbourne",1,2017
3494,2017-03-27,"Furnace Design","Melbourne",1,2017
3495,2017-03-27,"Forming Maintenance","Brisbane",1,2017
3495,2017-03-27,"IS Repair","Brisbane",1,2017
3496,2017-04-07,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3497,2017-04-07,"Monthly Reporting and Planning","Melbourne",1,2017
3497,2017-04-07,"Quantum_ITF","Melbourne",1,2017
3498,2017-04-10,"Brisbane Cullet Pty Ltd","Brisbane",1,2017
3498,2017-04-10,"Cullet Operations","Brisbane",1,2017
3499,2017-04-10,"Brisbane Cullet Pty Ltd","Brisbane",1,2017
3500,2017-05-01,"Plant Engineering","Melbourne",1,2017
3500,2017-05-01,"Electrical Engineering","Melbourne",1,2017
3500,2017-05-01,"Electrical Engineering","Melbourne",1,2017
3501,2017-05-01,"Human Resources","Brisbane",1,2017
3501,2017-05-01,"Human Resources Brisbane","Brisbane",1,2017
3501,2017-05-01,"Human Resources Business Partnering","Brisbane",1,2017
3501,2017-05-01,"Human Resources Brisbane","Brisbane",1,2017
3502,2017-04-18,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3502,2017-04-18,"Human Resources Shared Services","Melbourne",1,2017
3503,2017-05-11,"O-I Australia","Melbourne",1,2017
3503,2017-05-11,"Operational Advancement","Melbourne",1,2017
3503,2017-05-11,"ANZ BIZ UNIT","Melbourne",1,2017
3503,2017-05-11,"ANZ Business Unit","Melbourne",1,2017
3504,2017-05-15,"Brisbane Cullet Pty Ltd","Brisbane",1,2017
3505,2017-05-22,"Plant Engineering","Melbourne",1,2017
3505,2017-05-22,"Furnace Design","Melbourne",1,2017
3506,2017-05-22,"Electrical Services","Brisbane",1,2017
3506,2017-05-22,"Electrical Services","Brisbane",1,2017
3506,2017-05-22,"Plant Reliability","Brisbane",1,2017
3507,2017-05-22,"Distribution - Queensland","Brisbane",1,2017
3508,2017-06-01,"Plant Reliability","Melbourne",1,2017
3509,2017-05-16,"Plant Reliability","Adelaide",1,2017
3510,2017-05-31,"Batch & Furnace","Sydney",1,2017
3510,2017-05-31,"Batch & Furnace","Sydney",1,2017
3510,2017-05-31,"Batch & Furnace","Sydney",1,2017
3511,2017-06-13,"Human Resources","Melbourne",1,2017
3511,2017-06-13,"Human Resources Business Partnering","Melbourne",1,2017
3512,2017-06-05,"Facilities Advancement","Melbourne",1,2017
3512,2017-06-05,"Regional Engineering","Melbourne",1,2017
3513,2017-05-25,"Procurement","Melbourne",1,2017
3513,2017-05-25,"Procurement Administration","Melbourne",1,2017
3513,2017-05-25,"Procurement Administration","Melbourne",1,2017
3513,2017-05-25,"Procurement Administration","Melbourne",1,2017
3513,2017-05-25,"Procurement Administration","Melbourne",1,2017
3514,2017-06-12,"Procurement","Melbourne",1,2017
3514,2017-06-12,"Procurement Administration","Melbourne",1,2017
3514,2017-06-12,"Procurement Administration","Melbourne",1,2017
3514,2017-06-12,"Procurement Administration","Melbourne",1,2017
3515,2012-04-10,"Line Development","Sydney",1,2012
3515,2012-04-10,"Quality Services Sydney","Sydney",1,2012
3515,2012-04-10,"Audit","Sydney",1,2012
3515,2012-04-10,"Audit","Sydney",1,2012
3516,2017-06-05,"Mould Repair","Sydney",1,2017
3517,2017-06-13,"Human Resources O-I Asia Pacific","Melbourne",1,2017
3517,2017-06-13,"Human Resources Shared Services","Melbourne",1,2017
3518,2017-06-19,"Australian Financial Operations","Melbourne",1,2017
3518,2017-06-19,"Business Controlling","Melbourne",1,2017
3518,2017-06-19,"Business Controlling","Melbourne",1,2017
3519,2017-06-22,"Distribution","Melbourne",1,2017
3519,2017-06-22,"ANZ Logistics","Melbourne",1,2017
3520,2017-07-03,"Sales & Marketing O-I Australia","Melbourne",1,2017
3521,2017-07-03,"Regional Engineering","Melbourne",1,2017
3521,2017-07-03,"Electrical Engineering","Melbourne",1,2017
3522,2017-06-19,"Service Desk AP","Melbourne",1,2017
3522,2017-06-19,"IT Operations","Melbourne",1,2017
3522,2017-06-19,"IT Operations","Melbourne",1,2017
3523,2017-06-19,"Plant Maintenance","Adelaide",1,2017
3524,2017-06-26,"","Melbourne",1,2017
3524,2017-06-26,"Commercial O-I Asia Pacific","Melbourne",1,2017
3524,2017-06-26,"Design Engineering","Melbourne",1,2017
3524,2017-06-26,"Design Engineering","Melbourne",1,2017
3525,2017-06-21,"O-I Brisbane Plant","Brisbane",1,2017
3526,2017-06-26,"","Melbourne",1,2017
3526,2017-06-26,"Pricing O-I Asia Pacific","Melbourne",1,2017
3526,2017-06-26,"Pricing O-I Asia Pacific","Melbourne",1,2017
3527,2017-07-03,"Regional Engineering","Melbourne",1,2017
3527,2017-07-03,"Mechanical Engineering","Melbourne",1,2017
3527,2017-07-03,"Mechanical Engineering","Melbourne",1,2017
3528,2017-07-11,"Management Accounting","Melbourne",1,2017
3529,2017-07-17,"Business Planning O-I Asia Pacific","Melbourne",1,2017
3529,2017-07-17,"Strategy and Integration O-I AP","Melbourne",1,2017
3530,2017-07-17,"O-I Sydney Plant","Sydney",1,2017
3530,2017-07-17,"O-I Sydney Plant","Sydney",1,2017
3531,2017-07-17,"Business Planning O-I Asia Pacific","Melbourne",1,2017
3531,2017-07-17,"Change Management","Melbourne",1,2017
3532,2017-07-17,"O-I Melbourne Plant","Melbourne",1,2017
3532,2017-07-17,"Batch & Furnace","Melbourne",1,2017
3532,2017-07-17,"Operational and Facilities Advancement","Melbourne",1,2017
3533,2017-07-12,"Sales & Marketing O-I Australia","Melbourne",1,2017
3533,2017-07-12,"Category Sales Beer","Melbourne",1,2017
3534,2017-07-31,"Human Resources Operations","Melbourne",1,2017
3535,2017-08-02,"Learning and Development","Melbourne",1,2017
3535,2017-08-02,"Learning and Development","Melbourne",1,2017
3536,2017-07-17,"Regional Quality","Melbourne",1,2017
3537,2017-07-11,"Brisbane Cullet","Brisbane",1,2017
3538,2017-08-07,"Human Resources Shared Services","Melbourne",1,2017
3539,2017-08-07,"Regional Procurement","Melbourne",1,2017
3540,2017-08-14,"Job Change","Adelaide",1,2017
3541,2017-08-21,"Customer Technical Services","Sydney",1,2017
3541,2017-08-21,"Customer Technical Services","Sydney",1,2017
3541,2017-08-21,"Technical Services","Sydney",1,2017
3542,2017-08-21,"Mechanical Engineering","Melbourne",1,2017
3543,2017-08-23,"Pricing O-I Asia Pacific","Melbourne",1,2017
3544,2017-08-21,"Inspection & Packaging Engineering","Brisbane",1,2017
3545,2017-08-21,"Mechanical Engineering","Melbourne",1,2017
3546,2017-08-28,"Human Resources Business Partnering","Melbourne",1,2017
3547,2017-09-04,"Project Quantum","Melbourne",1,2017
3548,2017-09-04,"Project Quantum","Melbourne",1,2017
3549,2017-09-04,"Human Resources Business Partnering","Sydney",1,2017
3550,2017-09-11,"Project Quantum","Melbourne",1,2017
3551,2017-09-08,"Process Improvement","Melbourne",1,2017
3552,2017-08-28,"Production Line Management","Sydney",1,2017
3552,2017-08-28,"Production Line Management 1","Sydney",1,2017
3553,2017-09-04,"Change Management","Melbourne",1,2017
3554,2017-09-11,"Cullet Operations","Brisbane",1,2017
3554,2017-09-11,"Brisbane Cullet","Brisbane",1,2017
3555,2017-09-11,"Mould Repair","Sydney",1,2017
3556,2017-09-18,"Batch & Furnace","Sydney",1,2017
3557,2017-09-14,"Project Quantum","Melbourne",1,2017
3558,2017-09-18,"Distribution - Queensland","Brisbane",1,2017
3558,2017-09-18,"Logistics - Queensland","Brisbane",1,2017
3559,2017-09-18,"Process Improvement","Melbourne",1,2017
3560,2017-10-02,"Regional Procurement","Melbourne",1,2017
3560,2017-10-02,"Regional Procurement","Melbourne",1,2017
3561,2017-10-09,"ANZ Planning","Melbourne",1,2017
3562,2017-10-03,"Plant Maintenance","Brisbane",1,2017
3563,2017-09-27,"Management Accounting","Melbourne",1,2017
3564,2017-10-02,"Regional Engineering","Melbourne",1,2017
3565,2017-10-09,"Shared Services","Melbourne",1,2017
3565,2017-10-09,"Shared Services","Melbourne",1,2017
3566,2017-10-09,"Human Resources Brisbane","Brisbane",1,2017
3566,2017-10-09,"Human Resources Brisbane","Brisbane",1,2017
3567,2017-10-09,"Strategy and Integration O-I AP","Melbourne",1,2017
3567,2017-10-09,"Communications","Melbourne",1,2017
3567,2017-10-09,"Communications","Melbourne",1,2017
3568,2017-10-04,"O-I Brisbane Plant","Brisbane",1,2017
3569,2017-10-09,"Shift D","Melbourne",1,2017
3570,2017-10-09,"Mould Repair","Brisbane",1,2017
3571,2017-10-09,"Unit Plant QG12","Brisbane",1,2017
3572,2017-10-09,"Pack Centre","Sydney",1,2017
3573,2017-10-16,"Electrical Maintenance","Melbourne",1,2017
3573,2017-10-16,"Electrical Maintenance","Melbourne",1,2017
3574,2017-10-09,"ANZ Logistics","Melbourne",1,2017
3575,2017-10-16,"Strategy and Integration O-I AP","Melbourne",1,2017
3575,2017-10-16,"Strategy and PMO","Melbourne",1,2017
3576,2017-10-16,"Occupational Health & Safety","Melbourne",1,2017
3577,2017-10-23,"Plant Reliability","Brisbane",1,2017
3578,2017-10-23,"ANZ Planning","Melbourne",1,2017
3579,2017-11-13,"C Shift","Adelaide",1,2017
3579,2017-11-13,"UPM","Adelaide",1,2017
3580,2017-10-16,"ANZ Planning","Melbourne",1,2017
3581,2017-10-30,"Plant Maintenance","Brisbane",1,2017
3582,2017-10-30,"Project Quantum","Melbourne",1,2017
3582,2017-10-30,"Quantum_PTP","Melbourne",1,2017
3583,2017-11-13,"EH&S Brisbane","Brisbane",1,2017
3584,2017-10-30,"O-I Operations","Melbourne",1,2017
3584,2017-10-30,"Regional EHS","Melbourne",1,2017
3585,2017-11-15,"Accounts Payable","Melbourne",1,2017
3586,2017-11-15,"Unit Plant QG3","Brisbane",1,2017
3587,2017-12-04,"Occupational Health & Safety","Melbourne",1,2017
3588,2017-12-04,"ANZ Finance","Melbourne",1,2017
3588,2017-12-04,"ANZ Finance","Melbourne",1,2017
3589,2017-12-04,"Shift C","Melbourne",1,2017
3590,2017-11-20,"Brisbane Cullet","Brisbane",1,2017
3591,2017-12-07,"Regional Engineering","Melbourne",1,2017
3592,2017-12-11,"Change Management","Melbourne",1,2017
3593,2017-12-11,"D Shift","Adelaide",1,2017
3594,2017-12-11,"A Shift","Adelaide",1,2017
3595,2017-12-11,"Shift B","Melbourne",1,2017
3596,2017-12-11,"Strategic Sourcing and Demand","Adelaide",1,2017
3597,2018-01-08,"Strategic Sourcing and Demand","Sydney",1,2018
3598,2018-01-16,"","Melbourne",1,2018
3598,2018-01-16,"Regional Quality","Melbourne",1,2018
3599,2017-12-07,"Strategy and PMO","Melbourne",1,2017
3599,2017-12-07,"Quantum_IT","Melbourne",1,2017
3600,2018-01-02,"C Shift","Adelaide",1,2018
3601,2018-01-03,"IS Repair","Brisbane",1,2018
3602,2017-12-20,"Brisbane Cullet","Brisbane",1,2017
3603,2018-01-08,"Batch & Furnace","Melbourne",1,2018
3604,2018-01-02,"Management Accounting","Melbourne",1,2018
3605,2018-01-16,"Award & HRIS","Melbourne",1,2018
3606,2018-01-08,"PMO&Quantum","Melbourne",1,2018
3606,2018-01-08,"Quantum_RTP","Melbourne",1,2018
3607,2018-02-01,"Supply Chain O-I Asia Pacific","Melbourne",1,2018
3608,2018-02-05,"E Shift","Adelaide",1,2018
3609,2018-02-05,"Process Improvement","Melbourne",1,2018
3610,2018-02-05,"Shift D","Melbourne",1,2018
3610,2018-02-05,"Shift D","Melbourne",1,2018
3611,2018-02-12,"Job Change","Adelaide",1,2018
3612,2018-02-14,"Human Resources Shared Services","Melbourne",1,2018
3613,2018-02-05,"Plant Controls Sydney","Sydney",1,2018
3614,2018-02-26,"Regional Procurement","Melbourne",1,2018
3614,2018-02-26,"Regional Procurement","Melbourne",1,2018
3615,2018-03-13,"Human Resources Business Partnering","Adelaide",1,2018
3615,2018-03-13,"Human Resources","Adelaide",1,2018
3616,2018-02-06,"Plant Reliability Sydney","Sydney",1,2018
3616,2018-02-06,"Plant Mechanical Sydney","Sydney",1,2018
3616,2018-02-06,"Plant Mechanical Sydney","Sydney",1,2018
3617,2018-03-01,"Quantum_OTC","Melbourne",1,2018
3618,2018-02-19,"Shared Services","Melbourne",1,2018
3619,2018-03-05,"Customer Services","Melbourne",1,2018
3619,2018-03-05,"Customer Services","Melbourne",1,2018
3620,2018-03-01,"Pricing O-I Asia Pacific","Melbourne",1,2018
3621,2018-02-02,"O-I Sydney Plant","Sydney",1,2018
3622,2018-03-13,"Human Resources Business Partnering","Melbourne",1,2018
3622,2018-03-13,"Human Resources Business Partnering","Melbourne",1,2018
3623,2018-04-09,"Customer Technical Services","Sydney",1,2018
3623,2018-04-09,"Technical Services","Sydney",1,2018
3624,2018-03-13,"Manufacturing","Melbourne",1,2018
3625,2018-04-04,"SPOTS ACCOUNTANT","Melbourne",1,2018
3626,2018-03-29,"Quantum_IT","Melbourne",1,2018
3627,2018-04-03,"Supply Chain O-I Asia Pacific","Melbourne",1,2018
3629,2018-04-03,"Plant Reliability Sydney","Sydney",1,2018
3630,2018-04-01,"Customer Technical Services","Melbourne",1,2018
3630,2018-04-01,"Customer Technical Services","Melbourne",1,2018
3630,2018-04-01,"Customer Technical Services","Melbourne",1,2018
3630,2018-04-01,"Customer Technical Services","Melbourne",1,2018
3631,2018-03-26,"Distribution - Queensland","Brisbane",1,2018
3632,2018-04-10,"Regional Procurement","Melbourne",1,2018
3632,2018-04-10,"Regional Procurement","Melbourne",1,2018
3633,2018-04-03,"ANZ Planning","Melbourne",1,2018
3634,2018-04-03,"Plant Maintenance","Brisbane",1,2018
3635,2018-04-03,"D Shift","Adelaide",1,2018
3635,2018-04-03,"D Shift","Adelaide",1,2018
3635,2018-04-03,"Shift C","Adelaide",1,2018
3635,2018-04-03,"Shift C","Adelaide",1,2018
3636,2018-04-16,"Human Resources Business Partnering","Sydney",1,2018
3637,2018-04-09,"ANZ Logistics","Adelaide",1,2018
3638,2018-04-09,"Unit Plant QG31","Brisbane",1,2018
3639,2018-05-01,"ANZ Logistics","Melbourne",1,2018
3640,2018-04-18,"Business Controlling","Melbourne",1,2018
3640,2018-04-18,"Business Controlling","Melbourne",1,2018
3641,2018-05-14,"Strategic Sourcing","Melbourne",1,2018
3641,2018-05-14,"Strategic Sourcing","Melbourne",1,2018
3641,2018-05-14,"Strategic Sourcing","Melbourne",1,2018
3642,2018-04-30,"Shared Services","Melbourne",1,2018
3643,2018-04-16,"Monthly Reporting and Planning","Melbourne",1,2018
3644,2018-04-01,"Regional Engineering","Melbourne",1,2018
3645,2018-04-30,"Change Management","Melbourne",1,2018
3647,2018-06-11,"Plant Controls Brisbane","Brisbane",1,2018
3647,2018-06-11,"Plant Controls Brisbane","Brisbane",1,2018
3648,2018-05-28,"Shift D","Melbourne",1,2018
3649,2018-06-12,"Procurement Administration","Melbourne",1,2018
3650,2018-06-04,"Unit Plant QG33","Brisbane",1,2018
3651,2018-06-04,"Unit Plant QG33","Brisbane",1,2018
3652,2018-06-12,"Cold End Job Change","Melbourne",1,2018
3653,2018-06-25,"Job Change","Sydney",1,2018
3654,2018-07-02,"IT Operations","Melbourne",1,2018
3655,2018-06-18,"Unit Plant QG3","Brisbane",1,2018
3656,2018-06-25,"Maintenance Planning","Brisbane",1,2018
3657,2018-06-25,"IT Operations","Melbourne",1,2018
3657,2018-06-25,"IT Operations","Melbourne",1,2018
3658,2018-07-02,"Job Change","Sydney",1,2018
3658,2018-07-02,"Job Change","Sydney",1,2018
3659,2018-07-16,"Commercial Logistics","Melbourne",1,2018
3660,2018-07-16,"Shift C","Melbourne",1,2018
3661,2018-07-23,"Operational Performance","Melbourne",1,2018
3661,2018-07-23,"Regional Operations","Melbourne",1,2018
3662,2018-05-29,"Quantum_IT","Melbourne",1,2018
3662,2018-05-29,"Quantum_IT","Melbourne",1,2018
3663,2018-07-23,"IS Repair","Brisbane",1,2018
3664,2018-07-30,"Unit Plant QG15","Brisbane",1,2018
3665,2018-07-30,"Unit Plant QG31","Brisbane",1,2018
3665,2018-07-30,"Unit Plant QG31","Brisbane",1,2018
3666,2018-08-20,"Strategic Sourcing and Demand","Melbourne",1,2018
3667,2018-08-13,"Mould Repair","Brisbane",1,2018
3668,2018-08-20,"Unit Plant QG15","Brisbane",1,2018
3669,2018-09-03,"Mould Repair","Brisbane",1,2018
3670,2018-08-27,"Batch & Furnace","Melbourne",1,2018
3671,2018-08-27,"Batch & Furnace","Melbourne",1,2018
3672,2018-08-27,"Batch & Furnace","Melbourne",1,2018
3673,2018-09-17,"EH&S Brisbane","Brisbane",1,2018
3674,2018-09-17,"Glass and Materials Advancement","Melbourne",1,2018
3674,2018-09-17,"Glass and Materials Advancement","Melbourne",1,2018
3675,2018-10-15,"Cold End Job Change","Melbourne",1,2018
3676,2018-10-29,"Procurement Administration","Melbourne",1,2018
3677,2018-10-29,"Production Line Management 1","Sydney",1,2018
3677,2018-10-29,"Production Line Management 1","Sydney",1,2018
3678,2018-10-18,"Shift C","Melbourne",1,2018
3679,2018-10-29,"Customer Technical Services","Brisbane",1,2018
3680,2018-11-05,"Batch & Furnace","Melbourne",1,2018
3681,2018-11-19,"Adelaide Plant","Adelaide",1,2018
3682,2018-11-19,"Adelaide Plant","Adelaide",1,2018
3683,2018-11-19,"Adelaide Plant","Adelaide",1,2018
3684,2018-12-04,"Logistics","Melbourne",1,2018
3685,2018-12-03,"Plant Maintenance","Brisbane",1,2018
3685,2018-12-03,"Plant Maintenance","Brisbane",1,2018
3686,2018-12-10,"Electrical Services","Brisbane",1,2018
3686,2018-12-10,"Electrical Services","Brisbane",1,2018
3687,2018-12-17,"Mould Repair","Brisbane",1,2018
3688,2019-01-07,"Plant Electrical Sydney","Sydney",1,2019
3689,2018-12-17,"Management Accounting","Melbourne",1,2018
3690,2004-01-08,"Adelaide Plant","Adelaide",1,2004
3691,2019-01-07,"Electrical Maintenance","Melbourne",1,2019
3692,2019-01-14,"Shift B","Melbourne",1,2019
3693,2019-01-21,"O-I Melbourne Plant","Melbourne",1,2019
3694,2019-01-14,"Change Management","Melbourne",1,2019
3694,2019-01-14,"Change Management","Melbourne",1,2019
3695,2019-02-04,"Process Improvement","Melbourne",1,2019
3696,2019-01-30,"Plant Maintenance","Brisbane",1,2019
3696,2019-01-30,"Electrical Services","Brisbane",1,2019
3697,2019-02-04,"Human Resources Brisbane","Brisbane",1,2019
3698,2019-02-04,"Shift C","Adelaide",1,2019
3699,2019-02-04,"Plant Reliability","Brisbane",1,2019
3699,2019-02-04,"Plant Reliability","Brisbane",1,2019
3700,2019-02-25,"Operational Capability","Sydney",1,2019
3701,2019-02-25,"Operational Capability","Brisbane",1,2019
3702,2019-02-25,"Operational Capability","Melbourne",1,2019
3703,2019-02-25,"Operational Capability","Brisbane",1,2019
3704,2019-02-25,"Operational Capability","Adelaide",1,2019
3705,2019-02-25,"Operational Capability","Sydney",1,2019
3706,2019-03-04,"Pricing O-I Asia Pacific","Melbourne",1,2019
3707,2019-02-26,"Unit Plant Management","Melbourne",1,2019
3707,2019-02-26,"Shift A","Melbourne",1,2019
3708,2019-02-26,"Unit Plant Management","Melbourne",1,2019
3708,2019-02-26,"Unit Plant Management","Melbourne",1,2019
3709,2019-02-26,"Unit Plant Management","Melbourne",1,2019
3709,2019-02-26,"Shift A","Melbourne",1,2019
3710,2019-03-04,"General Maintenance","Melbourne",1,2019
3710,2019-03-04,"General Maintenance","Melbourne",1,2019
3711,2019-03-04,"Talent Acquisition","Melbourne",1,2019
3711,2019-03-04,"Talent and Organisational Effectiveness","Melbourne",1,2019
3712,2019-03-11,"Maintenance Planning","Brisbane",1,2019
3713,2019-03-04,"Electrical Engineering","Melbourne",1,2019
3714,2019-02-25,"Operational Capability","Melbourne",1,2019
3715,2019-02-26,"Unit Plant Management","Melbourne",1,2019
3715,2019-02-26,"Unit Plant Management","Melbourne",1,2019
3716,2019-03-04,"Shift C","Melbourne",1,2019
3717,2019-03-04,"Shift E","Melbourne",1,2019
3718,2019-03-11,"Unit Plant QG31","Brisbane",1,2019
3718,2019-03-11,"Unit Plant QG1","Brisbane",1,2019
3719,2019-04-08,"Learning and Development","Melbourne",1,2019
3720,2019-04-01,"Regional Procurement","Melbourne",1,2019
3721,2019-04-08,"Human Resources","Melbourne",1,2019
3722,2019-04-01,"IS Repair","Melbourne",1,2019
3723,2019-04-15,"Furnace Design","Melbourne",1,2019
3724,2019-04-17,"Pricing O-I Asia Pacific","Melbourne",1,2019
3725,2019-04-15,"Plant Reliability","Brisbane",1,2019
3726,2019-04-29,"Electrical Engineering","Melbourne",1,2019
3727,2019-05-01,"ANZ Planning","Melbourne",1,2019
3728,2019-04-29,"Cullet","Melbourne",1,2019
3729,2019-05-03,"Financial Planning and Analysis","Melbourne",1,2019
3730,2019-04-29,"Cold End Job Change","Melbourne",1,2019
3731,2019-05-06,"Maintenance-Cold End","Melbourne",1,2019
3732,2019-05-20,"Strategic Sourcing and Demand","Adelaide",1,2019
3733,2019-05-20,"Electrical Engineering","Melbourne",1,2019
3734,2019-05-20,"IS Repair","Melbourne",1,2019
3735,2019-05-27,"Logistics","Melbourne",1,2019
3736,2019-05-20,"Reliability","Adelaide",1,2019
3737,2019-06-03,"Pack Centre","Sydney",1,2019
3738,2019-06-11,"Sales & Marketing O-I Australia","Melbourne",1,2019
3739,2019-06-03,"Plant Controls Adelaide","Adelaide",1,2019
3740,2019-06-03,"Plant Controls Brisbane","Brisbane",1,2019
3741,2019-06-03,"Shift C","Adelaide",1,2019
3742,2019-06-01,"Wine Segment","Adelaide",1,2019
3743,2019-05-27,"Batch & Furnace","Melbourne",1,2019
3744,2019-05-27,"Finance O-I Asia Pacific","Melbourne",1,2019
3745,2019-06-10,"Cullet Operations","Brisbane",1,2019
3746,2019-06-17,"Job Change","Sydney",1,2019
3747,2019-06-19,"Mould Repair","Adelaide",1,2019
3748,2019-06-24,"IT Operations","Melbourne",1,2019
3749,2019-07-01,"IT Operations","Melbourne",1,2019
3751,2019-06-24,"Shift C","Adelaide",1,2019
90002942,2005-05-02,"Line 12 Shift C","Jakarta",1,2005
90002979,2006-10-01,"Marketing & Sales","Jakarta",1,2006
90002987,2007-01-01,"Mould Shop/R & D","Jakarta",1,2007
90002990,2007-03-01,"Mechanical Engineering","Jakarta",1,2007
90002990,2007-03-01,"Mechanical Engineering","Jakarta",1,2007
90002999,2007-08-01,"Batch & Furnace","Jakarta",1,2007
90003022,2008-05-02,"Machine Maintenance","Jakarta",1,2008
90003045,2009-11-01,"Purchasing","Jakarta",1,2009
90003045,2009-11-01,"Procurement","Jakarta",1,2009
