"pers_no","date","organizational_unit","location","pers_count","years"
10000672,2015-06-29,"Supply Chain","Brisbane",1,2015
10000673,2015-07-06,"Forming Services","Other",1,2015
10000674,2015-07-09,"Supply Chain","Other",1,2015
10000675,2015-07-29,"Sales - Wine, Food and Distributors","Brisbane",1,2015
10000676,2015-08-24,"Sales - Beer, Spirits, RTD & NAB","Brisbane",1,2015
10000676,2015-08-24,"Sales - Beer, Spirits, RTD & NAB","Brisbane",1,2015
10000677,2015-09-03,"Sales - Wine, Food and Distributors","Brisbane",1,2015
10000677,2015-09-03,"Sales - Wine, Food and Distributors","Brisbane",1,2015
10000677,2015-09-03,"Sales","Brisbane",1,2015
10000678,2015-10-01,"Plant Maintenance","Brisbane",1,2015
10000678,2015-10-01,"Plant Maintenance","Brisbane",1,2015
10000679,2015-11-02,"Administration","Brisbane",1,2015
10000680,2015-11-10,"Temporary Resort","Sydney",1,2015
10000680,2016-07-18,"Temporary Resort","Sydney",1,2016
10000681,2015-11-16,"Forming C Shift","Other",1,2015
10000682,2015-12-07,"Forming","Brisbane",1,2015
10000682,2015-12-07,"Forming","Brisbane",1,2015
10000683,2016-01-05,"Electrical","Sydney",1,2016
10000684,2016-01-01,"ACI Glass Packaging New Zealand","Brisbane",1,2016
10000685,2016-01-18,"Supply Chain","Brisbane",1,2016
10000686,2016-01-25,"Sales & Marketing","Brisbane",1,2016
10000687,2016-01-25,"Electrical","Sydney",1,2016
10000687,2016-01-25,"Electrical Inspection","Sydney",1,2016
10000687,2016-01-25,"Electrical Inspection","Sydney",1,2016
10000688,2016-02-09,"Finished Products A Shift","Other",1,2016
10000689,2016-02-29,"Plant Maintenance","Sydney",1,2016
10000690,2016-03-01,"Temporary Resort","Sydney",1,2016
10000691,2016-03-07,"Forming","Brisbane",1,2016
10000691,2016-03-07,"Forming","Brisbane",1,2016
10000692,2016-03-07,"Electrical","Sydney",1,2016
10000693,2016-03-14,"Finance","Brisbane",1,2016
10000694,2016-04-08,"Temporary Resort","Sydney",1,2016
10000695,2016-04-04,"Purchasing","Brisbane",1,2016
10000696,2016-04-07,"Administration","Brisbane",1,2016
10000696,2016-04-07,"Administration","Brisbane",1,2016
10000697,2016-04-07,"Administration","Brisbane",1,2016
10000698,2016-04-08,"Temporary Resort","Sydney",1,2016
10000699,2016-04-18,"Temporary Resort","Sydney",1,2016
10000700,2016-04-18,"Temporary Resort","Sydney",1,2016
10000701,2016-04-26,"Finance","Brisbane",1,2016
10000701,2016-04-26,"Finance","Brisbane",1,2016
10000702,2016-05-16,"Human Resources","Brisbane",1,2016
10000703,2016-05-23,"Finished Products B Shift","Other",1,2016
10000704,2016-05-30,"Quality Control","Brisbane",1,2016
10000705,2016-05-30,"Human Resources","Brisbane",1,2016
10000706,2016-06-02,"Forming D Shift","Other",1,2016
10000707,2016-06-07,"Machine Maintenance","Sydney",1,2016
10000708,2016-06-20,"Electrical","Sydney",1,2016
10000709,2016-06-30,"Forming A Shift","Other",1,2016
10000710,2016-07-05,"Supply Chain","Brisbane",1,2016
10000710,2016-07-05,"Supply Chain","Brisbane",1,2016
10000710,2016-07-05,"Supply Chain","Brisbane",1,2016
10000711,2016-07-11,"Machine Maintenance","Brisbane",1,2016
10000711,2016-07-11,"Machine Maintenance","Brisbane",1,2016
10000712,2016-07-18,"Finished Products C Shift","Other",1,2016
10000713,2016-08-03,"Electrical","Brisbane",1,2016
10000713,2016-08-03,"Electrical","Brisbane",1,2016
10000713,2016-08-03,"Electrical Inspection","Brisbane",1,2016
10000714,2016-08-30,"Manufacturing","Brisbane",1,2016
10000715,2016-09-01,"Purchasing","Brisbane",1,2016
10000716,2016-09-01,"Sales & Marketing","Brisbane",1,2016
10000717,2016-09-12,"Manufacturing","Brisbane",1,2016
10000718,2016-09-12,"Forming C Shift","Other",1,2016
10000719,2016-09-26,"Finance","Brisbane",1,2016
10000720,2016-10-25,"Electrical","Sydney",1,2016
10000721,2016-10-17,"Customer Technical Services","Brisbane",1,2016
10000722,2016-11-21,"Plant Maintenance","Sydney",1,2016
10000723,2016-12-12,"Electrical","Brisbane",1,2016
10000723,2016-12-12,"Electrical","Brisbane",1,2016
10000724,2016-12-12,"Supply Chain","Brisbane",1,2016
10000724,2016-12-12,"Supply Chain","Brisbane",1,2016
10000725,2016-12-12,"Forming A Shift","Other",1,2016
10000726,2017-01-09,"Purchasing","Brisbane",1,2017
10000726,2017-01-09,"Purchasing","Brisbane",1,2017
10000726,2017-01-09,"Purchasing","Brisbane",1,2017
10000726,2017-01-09,"Purchasing","Brisbane",1,2017
10000727,2017-01-09,"Finished Products B Shift","Other",1,2017
10000728,2017-01-23,"Finance","Brisbane",1,2017
10000728,2017-01-23,"Finance","Brisbane",1,2017
10000729,2017-02-01,"Forming B Shift","Other",1,2017
10000730,2017-02-07,"Machine Maintenance","Sydney",1,2017
10000731,2017-02-07,"Machine Maintenance","Sydney",1,2017
10000732,2017-02-20,"Sales - Beer, Spirits, RTD & NAB","Brisbane",1,2017
10000733,2017-02-20,"Administration","Brisbane",1,2017
10000733,2017-02-20,"Administration","Brisbane",1,2017
10000734,2017-02-20,"Administration","Brisbane",1,2017
10000734,2017-02-20,"Administration","Brisbane",1,2017
10000735,2017-03-08,"Temporary Resort","Sydney",1,2017
10000736,2017-03-27,"Plant Maintenance","Sydney",1,2017
10000737,2017-03-27,"Temporary Resort","Sydney",1,2017
10000738,2017-04-01,"Quality Control","Brisbane",1,2017
10000738,2017-04-01,"Quality Control","Brisbane",1,2017
10000739,2017-04-10,"Forming","Brisbane",1,2017
10000739,2017-04-10,"Forming","Brisbane",1,2017
10000740,2017-04-11,"Finance","Brisbane",1,2017
10000740,2017-04-11,"Finance","Brisbane",1,2017
10000741,2017-04-10,"Temporary Resort","Sydney",1,2017
10000742,2017-04-19,"Manufacturing","Brisbane",1,2017
10000742,2017-04-19,"Manufacturing","Brisbane",1,2017
10000743,2017-05-08,"Sales & Marketing","Brisbane",1,2017
10000744,2017-05-08,"Electrical","Sydney",1,2017
10000745,2017-06-26,"Sales & Marketing","Brisbane",1,2017
10000745,2017-06-26,"Sales & Marketing","Brisbane",1,2017
10000745,2017-06-26,"Customer Service","Brisbane",1,2017
10000746,2017-07-03,"Machine Maintenance","Sydney",1,2017
10000747,2017-07-27,"Human Resources","Brisbane",1,2017
10000747,2017-07-27,"Human Resources","Brisbane",1,2017
10000748,2017-07-24,"Sales & Marketing","Other",1,2017
10000748,2017-10-16,"Sales & Marketing","Other",1,2017
10000748,2017-10-16,"Sales & Marketing","Other",1,2017
10000748,2017-10-16,"Sales & Marketing","Other",1,2017
10000748,2017-10-16,"Customer Service","Other",1,2017
10000749,2017-08-07,"Finance","Brisbane",1,2017
10000750,2017-08-07,"Plant Maintenance","Sydney",1,2017
10000751,2017-08-28,"Temporary Resort","Sydney",1,2017
10000751,2018-01-08,"Temporary Resort","Sydney",1,2018
10000752,2017-08-28,"Manufacturing","Brisbane",1,2017
10000752,2017-08-28,"Manufacturing","Brisbane",1,2017
10000753,2017-09-04,"Sales & Marketing","Brisbane",1,2017
10000754,2017-09-11,"Forming","Brisbane",1,2017
10000755,2017-09-11,"Machine Maintenance","Sydney",1,2017
10000756,2017-09-18,"Finished Products C Shift","Other",1,2017
10000757,2017-09-25,"Finished Products A Shift","Other",1,2017
10000758,2017-10-05,"Human Resources","Other",1,2017
10000759,2017-10-02,"Finance","Brisbane",1,2017
10000760,2017-10-09,"Sales - Wine, Food and Distributors","Brisbane",1,2017
10000760,2017-10-09,"Sales","Brisbane",1,2017
10000761,2014-04-01,"Administration","Brisbane",1,2014
10000762,2017-10-08,"Finished Products B Shift","Other",1,2017
10000763,2017-11-01,"Temporary Resort","Sydney",1,2017
10000764,2017-10-30,"Finance","Brisbane",1,2017
10000765,2017-11-06,"Finished Products D Shift","Other",1,2017
10000766,2017-11-20,"Temporary Resort","Sydney",1,2017
10000767,2017-12-11,"Manufacturing","Brisbane",1,2017
10000767,2017-12-11,"Manufacturing","Brisbane",1,2017
10000768,2017-12-11,"Finished Products B Shift","Other",1,2017
10000769,2017-12-18,"Finished Products D Shift","Other",1,2017
10000769,2017-12-18,"Finished Products C Shift","Other",1,2017
10000770,2018-01-22,"Forming B Shift","Other",1,2018
10000771,2018-02-05,"Customer Technical Services","Brisbane",1,2018
10000772,2018-02-12,"Manufacturing","Brisbane",1,2018
10000773,2018-02-19,"Finished Products D Shift","Other",1,2018
10000774,2018-03-05,"Forming B Shift","Other",1,2018
10000775,2018-04-03,"Forming A Shift","Other",1,2018
10000776,2018-04-03,"Job Change","Sydney",1,2018
10000777,2018-04-11,"Forming C Shift","Other",1,2018
10000777,2018-04-11,"Forming B Shift","Other",1,2018
10000778,2018-04-11,"Forming B Shift","Other",1,2018
10000779,2018-05-07,"Customer Service","Other",1,2018
10000780,2018-05-08,"Finance","Brisbane",1,2018
10000781,2018-05-08,"Finance","Brisbane",1,2018
10000782,2018-05-01,"Electrical","Sydney",1,2018
10000782,2018-05-01,"Electrical","Sydney",1,2018
10000783,2018-05-14,"Finance","Brisbane",1,2018
10000784,2018-05-15,"Temporary Resort","Sydney",1,2018
10000785,2018-06-05,"Sales","Brisbane",1,2018
10000786,2018-07-02,"Human Resources","Brisbane",1,2018
10000787,2018-06-28,"Forming D Shift","Other",1,2018
10000787,2018-06-28,"Forming C Shift","Other",1,2018
10000788,2018-07-06,"Forming B Shift","Other",1,2018
10000789,2018-08-06,"Forming Services","Sydney",1,2018
10000790,2018-08-13,"Job Change","Sydney",1,2018
10000791,2018-08-27,"Machine Maintenance","Sydney",1,2018
10000792,2018-09-02,"Forming B Shift","Other",1,2018
10000793,2018-09-03,"Customer Service","Brisbane",1,2018
10000794,2018-09-04,"Electrical Inspection","Sydney",1,2018
10000795,2018-09-10,"Job Change","Sydney",1,2018
10000796,2018-09-10,"Job Change","Sydney",1,2018
10000797,2018-09-17,"Electrical Inspection","Sydney",1,2018
10000798,2018-09-17,"Forming Services","Sydney",1,2018
10000799,2018-09-17,"Job Change","Sydney",1,2018
10000799,2018-09-17,"Plant Maintenance","Sydney",1,2018
10000800,2018-09-17,"Electrical Inspection","Sydney",1,2018
10000801,2018-10-08,"Job Change","Sydney",1,2018
10000802,2018-10-08,"Job Change","Sydney",1,2018
10000803,2018-10-15,"Forming C Shift","Other",1,2018
10000804,2018-10-16,"Job Change","Sydney",1,2018
10000805,2018-10-23,"Finished Products A Shift","Other",1,2018
10000806,2018-10-23,"Supply Chain","Brisbane",1,2018
10000807,2018-10-29,"Job Change","Sydney",1,2018
10000808,2018-11-26,"Temporary Resort","Sydney",1,2018
10000809,2018-12-03,"Electrical","Sydney",1,2018
10000810,2019-01-14,"Temporary Resort","Sydney",1,2019
10000811,2019-02-07,"Temporary Resort","Sydney",1,2019
10000812,2019-02-18,"Engineering","Brisbane",1,2019
10000813,2019-02-25,"Temporary Resort","Sydney",1,2019
10000814,2019-02-25,"Administration","Brisbane",1,2019
10000814,2019-02-25,"Administration","Brisbane",1,2019
10000815,2019-02-25,"Administration","Brisbane",1,2019
10000815,2019-02-25,"Administration","Brisbane",1,2019
10000816,2019-03-21,"Finance","Other",1,2019
10000817,2019-03-25,"Job Change","Sydney",1,2019
10000818,2019-03-25,"Job Change","Sydney",1,2019
10000819,2019-04-08,"Finance","Brisbane",1,2019
10000819,2019-04-08,"Finance","Brisbane",1,2019
10000820,2019-04-01,"Job Change","Sydney",1,2019
10000821,2019-04-01,"Finance","Other",1,2019
10000821,2019-04-01,"Finance","Other",1,2019
10000822,2019-04-30,"Finance","Other",1,2019
10000822,2019-04-30,"Finance","Other",1,2019
10000823,2019-05-06,"Unit Plant Management","Other",1,2019
10000824,2019-05-13,"Temporary Resort","Sydney",1,2019
10000825,2019-05-13,"Temporary Resort","Sydney",1,2019
10000826,2019-05-13,"Temporary Resort","Sydney",1,2019
10000827,2019-05-20,"Forming C Shift","Other",1,2019
10000828,2019-06-10,"Forming A Shift","Other",1,2019
10000829,2019-06-24,"Finished Products C Shift","Other",1,2019
10000830,2019-06-24,"Forming D Shift","Other",1,2019
2200,2002-09-02,"Electrical Engineering","Adelaide",1,2002
2253,2003-02-10,"Mould and IS Repair","Brisbane",1,2003
2253,2003-02-10,"Mould Repair","Brisbane",1,2003
2314,2004-11-27,"O-I Asia Pacific","Melbourne",1,2004
2314,2004-11-27,"Admin and Facilities O-I Asia Pacific","Melbourne",1,2004
2314,2004-11-27,"Admin and Facilities O-I Asia Pacific","Melbourne",1,2004
2357,2004-05-31,"Business Services","Adelaide",1,2004
2357,2004-05-31,"Plant Controls Adelaide","Adelaide",1,2004
2395,2004-11-01,"Business Services","Adelaide",1,2004
2439,2005-06-14,"Procurement","Adelaide",1,2005
2453,2005-08-22,"Human Resources","Brisbane",1,2005
2453,2005-08-22,"Human Resources Brisbane","Brisbane",1,2005
2493,2006-03-20,"Procurement","Melbourne",1,2006
2493,2006-03-20,"Procurement","Melbourne",1,2006
2493,2006-03-20,"Strategic Sourcing","Melbourne",1,2006
2493,2006-03-20,"Strategic Sourcing","Melbourne",1,2006
2494,2003-02-10,"Human Resources O-I Asia Pacific","Melbourne",1,2003
2494,2003-02-10,"Human Resources O-I Asia Pacific","Melbourne",1,2003
2497,2006-04-10,"ACL Printing","Sydney",1,2006
2538,2006-08-12,"ACL Printing","Sydney",1,2006
2655,2007-09-10,"Mechanical Engineering","Adelaide",1,2007
2655,2007-09-10,"Plant Maintenance","Adelaide",1,2007
2655,2007-09-10,"Maintenance","Adelaide",1,2007
2665,2007-10-22,"Distribution - South Australia","Adelaide",1,2007
2665,2007-10-22,"ANZ Logistics","Adelaide",1,2007
2682,2007-12-19,"Electrical Services","Brisbane",1,2007
2682,2007-12-19,"Electrical Services","Brisbane",1,2007
2682,2007-12-19,"Electrical Services","Brisbane",1,2007
2714,2008-03-17,"O-I Asia Pacific","Melbourne",1,2008
2714,2008-03-17,"Admin and Facilities O-I Asia Pacific","Melbourne",1,2008
2714,2008-03-17,"Admin and Facilities O-I Asia Pacific","Melbourne",1,2008
2811,2008-11-10,"Human Resources","Sydney",1,2008
2817,2008-12-22,"Engineering Services","Melbourne",1,2008
2817,2008-12-22,"Plant Reliability","Melbourne",1,2008
2817,2008-12-22,"Electrical Maintenance","Melbourne",1,2008
2826,2009-01-19,"Business Services","Sydney",1,2009
2826,2009-01-19,"Business Services","Sydney",1,2009
2831,2009-02-02,"Commercial Accounting","Melbourne",1,2009
2877,2009-11-11,"Beer Segment O-I Australia","Melbourne",1,2009
2881,2009-11-11,"Wine Segment","Adelaide",1,2009
2901,2010-03-01,"Engineering","Brisbane",1,2010
2915,2010-04-19,"Business Services","Brisbane",1,2010
2946,2010-06-21,"Manufacturing","Sydney",1,2010
2953,2010-07-12,"Customer Technical Services Australia","Other",1,2010
2953,2010-07-12,"Customer Technical Services Australia","Other",1,2010
2963,2010-08-23,"Information Technology","Melbourne",1,2010
2981,2010-10-04,"Engineering Services","Melbourne",1,2010
2981,2010-10-04,"Plant Reliability","Melbourne",1,2010
2985,2010-10-25,"Business Services","Sydney",1,2010
2990,2010-12-06,"Human Resources O-I Asia Pacific","Melbourne",1,2010
3011,2011-01-17,"Procurement","Melbourne",1,2011
3018,2011-02-07,"A Shift","Sydney",1,2011
3035,2011-03-28,"Mould Repair","Sydney",1,2011
3038,2011-04-11,"Information Technology","Melbourne",1,2011
3047,2011-05-02,"New Product Development","Melbourne",1,2011
3052,2011-05-16,"Marketing Australia","Melbourne",1,2011
3065,2011-07-04,"Integrated Systems and Risk","Brisbane",1,2011
3071,2011-07-18,"Wine Segment","Sydney",1,2011
3073,2011-08-08,"Applications","Melbourne",1,2011
3081,2011-08-22,"New Product Development","Melbourne",1,2011
3085,2011-09-19,"Beer Segment O-I Australia","Melbourne",1,2011
3085,2011-09-19,"Beer Segment O-I Australia","Melbourne",1,2011
3085,2011-09-19,"Sales & Marketing O-I Australia","Melbourne",1,2011
3085,2011-09-19,"Sales & Marketing O-I Australia","Melbourne",1,2011
3087,2011-10-24,"Supply Chain","Melbourne",1,2011
3092,2011-12-05,"Plant Mechanical Sydney","Sydney",1,2011
3092,2011-12-05,"Plant Mechanical Sydney","Sydney",1,2011
3094,2012-01-03,"Batch & Furnace","Sydney",1,2012
3102,2012-03-01,"Procurement","Melbourne",1,2012
3104,2012-03-12,"Monthly Reporting and Planning","Melbourne",1,2012
3104,2012-03-12,"Financial Planning and Analysis","Melbourne",1,2012
3104,2012-03-12,"Financial Planning and Analysis","Melbourne",1,2012
3107,2012-04-01,"Mould Repair","Sydney",1,2012
3107,2012-04-01,"Quality Services","Sydney",1,2012
3107,2012-04-01,"Quality Services Sydney","Sydney",1,2012
3109,2012-03-26,"Procurement","Melbourne",1,2012
3111,2012-05-07,"Service Desk AP","Melbourne",1,2012
3117,2012-05-28,"Applications","Melbourne",1,2012
3118,2012-06-01,"Mould Repair","Melbourne",1,2012
3121,2012-07-01,"O-I Asia Pacific","Melbourne",1,2012
3122,2012-07-16,"Business Services","Brisbane",1,2012
3123,2012-08-06,"Monthly Reporting and Planning","Melbourne",1,2012
3128,2012-09-01,"Shared Services","Melbourne",1,2012
3129,2012-09-03,"Batch and Furnace","Adelaide",1,2012
3137,2012-09-18,"Human Resources O-I Asia Pacific","Melbourne",1,2012
3138,2012-10-21,"Service Desk AP","Melbourne",1,2012
3140,2012-10-22,"Distribution","Melbourne",1,2012
3140,2012-10-22,"Distribution","Melbourne",1,2012
3148,2012-11-26,"Business Services","Melbourne",1,2012
3149,2012-11-26,"Shared Services","Melbourne",1,2012
3150,2012-11-12,"Procurement","Melbourne",1,2012
3155,2013-01-07,"Distribution - Queensland","Brisbane",1,2013
3157,2013-01-14,"Distribution","Sydney",1,2013
3159,2013-01-14,"Sales & Marketing O-I Australia","Melbourne",1,2013
3159,2013-01-14,"Sales & Marketing O-I Australia","Melbourne",1,2013
3159,2013-01-14,"Sales & Marketing O-I Australia","Melbourne",1,2013
3160,2013-01-14,"Shared Services","Melbourne",1,2013
3162,2013-02-01,"Business Services","Adelaide",1,2013
3163,2013-02-22,"Shared Services","Melbourne",1,2013
3164,2013-02-25,"Business Services","Adelaide",1,2013
3164,2013-02-25,"Strategic Sourcing and Demand","Adelaide",1,2013
3164,2013-02-25,"Plant Controls Adelaide","Adelaide",1,2013
3166,2013-04-08,"Business Services","Melbourne",1,2013
3167,2013-03-25,"Occupational Health & Safety","Sydney",1,2013
3167,2013-03-25,"Occupational Health & Safety","Sydney",1,2013
3169,2013-04-29,"New Product Development","Melbourne",1,2013
3171,2013-05-07,"Regional Integrated Operations","Melbourne",1,2013
3172,2013-05-06,"Distribution - Queensland","Brisbane",1,2013
3175,2013-06-24,"Human Resources","Brisbane",1,2013
3177,2013-06-17,"Procurement","Melbourne",1,2013
3178,2013-07-01,"Beer Segment O-I Australia","Melbourne",1,2013
3180,2013-07-04,"Monthly Reporting and Planning","Melbourne",1,2013
3181,2013-07-15,"Integrates Systems and Risk D Shift","Melbourne",1,2013
3181,2013-07-15,"Integrates Systems and Risk D Shift","Melbourne",1,2013
3181,2013-07-15,"Pack Centre","Melbourne",1,2013
3181,2013-07-15,"Pack Centre","Melbourne",1,2013
3182,2013-07-29,"Mould Repair","Adelaide",1,2013
3183,2013-07-29,"Mould Repair","Adelaide",1,2013
3184,2013-07-29,"A Shift","Adelaide",1,2013
3187,2013-07-15,"Monthly Reporting and Planning","Melbourne",1,2013
3188,2013-07-16,"Pricing","Melbourne",1,2013
3190,2013-08-19,"Job Change","Adelaide",1,2013
3192,2013-08-19,"Job Change","Adelaide",1,2013
3193,2013-08-19,"Job Change","Adelaide",1,2013
3195,2013-08-19,"Job Change","Adelaide",1,2013
3196,2013-08-19,"Mould Repair","Adelaide",1,2013
3196,2013-08-19,"Mould and Machine Maintenance","Adelaide",1,2013
3196,2013-08-19,"Mould Repair","Adelaide",1,2013
3198,2013-08-29,"National Planning","Melbourne",1,2013
3198,2013-08-29,"National Planning","Melbourne",1,2013
3198,2013-08-29,"ANZ Planning","Melbourne",1,2013
3198,2013-08-29,"ANZ Planning","Melbourne",1,2013
3200,2013-09-30,"Electrical Services","Brisbane",1,2013
3202,2013-09-02,"Regional Integrated Operations","Melbourne",1,2013
3203,2013-10-21,"Regional Integrated Operations","Melbourne",1,2013
3204,2013-10-01,"Business Services","Brisbane",1,2013
3204,2013-10-01,"Plant Controls","Brisbane",1,2013
3205,2013-10-07,"Commercial","Melbourne",1,2013
3207,2013-10-21,"Electrical Services","Brisbane",1,2013
3207,2013-10-21,"Electrical Services","Brisbane",1,2013
3208,2013-11-04,"Electrical Services","Brisbane",1,2013
3209,2013-11-04,"Electrical Services","Brisbane",1,2013
3209,2013-11-04,"Electrical Services","Brisbane",1,2013
3210,2013-11-06,"Human Resources O-I Asia Pacific","Melbourne",1,2013
3210,2013-11-06,"National Payroll","Melbourne",1,2013
3210,2013-11-06,"National Payroll","Melbourne",1,2013
3212,2013-11-18,"Beer Segment O-I Australia","Melbourne",1,2013
3213,2013-11-25,"Integrated Systems and Risk","Brisbane",1,2013
3213,2013-11-25,"EH&S","Brisbane",1,2013
3213,2013-11-25,"EH&S Brisbane","Brisbane",1,2013
3213,2013-11-25,"EH&S Brisbane","Brisbane",1,2013
3214,2013-12-04,"C Shift","Adelaide",1,2013
3215,2013-12-04,"E Shift","Adelaide",1,2013
3216,2013-12-04,"D Shift","Adelaide",1,2013
3217,2014-01-07,"Human Resources O-I Asia Pacific","Melbourne",1,2014
3218,2014-01-07,"Plant Reliability","Brisbane",1,2014
3218,2014-01-07,"Plant Reliability","Brisbane",1,2014
3219,2013-12-19,"Human Resources","Sydney",1,2013
3220,2014-01-13,"Commercial","Melbourne",1,2014
3221,2014-01-20,"Commercial Accounting","Melbourne",1,2014
3222,2014-01-20,"Business Services","Brisbane",1,2014
3223,2014-01-23,"Engineering","Adelaide",1,2014
3223,2014-01-23,"Plant Reliability","Adelaide",1,2014
3224,2014-01-28,"Shared Services","Melbourne",1,2014
3224,2014-01-28,"Shared Services","Melbourne",1,2014
3225,2014-01-28,"O-I Melbourne Plant","Melbourne",1,2014
3226,2014-01-28,"O-I Adelaide Plant","Adelaide",1,2014
3227,2014-02-10,"D Shift","Adelaide",1,2014
3228,2014-02-12,"Electrical Services","Brisbane",1,2014
3229,2014-01-27,"Commercial","Melbourne",1,2014
3229,2014-01-27,"Commercial","Melbourne",1,2014
3229,2014-01-27,"Commercial","Melbourne",1,2014
3229,2014-01-27,"Commercial","Melbourne",1,2014
3229,2014-01-27,"Commercial","Melbourne",1,2014
3229,2014-01-27,"Commercial","Melbourne",1,2014
3229,2014-01-27,"O-I Asia Pacific","Melbourne",1,2014
3230,2014-03-01,"Integrated Systems and Risk","Melbourne",1,2014
3231,2014-02-10,"O-I Brisbane Plant","Brisbane",1,2014
3231,2014-02-10,"Human Resources","Brisbane",1,2014
3232,2014-02-24,"National Planning","Melbourne",1,2014
3233,2014-02-19,"Commercial Accounting","Melbourne",1,2014
3234,2014-02-24,"Plant Electrical Sydney","Sydney",1,2014
3234,2014-02-24,"ELECTRICIAN","Sydney",1,2014
3235,2014-03-17,"National Planning","Adelaide",1,2014
3237,2014-03-17,"ELECTRICAL PROCESS CONTROL MANAGER","Sydney",1,2014
3238,2014-03-31,"Sales & Marketing","Melbourne",1,2014
3238,2014-03-31,"Sales & Marketing","Melbourne",1,2014
3239,2014-04-01,"Plant Engineering","Melbourne",1,2014
3240,2014-04-07,"O-I Sydney Plant","Sydney",1,2014
3241,2014-04-07,"ELECTRICIAN C6","Sydney",1,2014
3241,2014-04-07,"Plant Electrical Sydney","Sydney",1,2014
3242,2014-04-09,"Mould Repair","Brisbane",1,2014
3243,2014-05-05,"Job Change","Adelaide",1,2014
3244,2014-04-21,"UPM","Adelaide",1,2014
3244,2014-04-21,"Plant Reliability","Adelaide",1,2014
3245,2014-04-18,"Commercial","Melbourne",1,2014
3246,2014-04-28,"Human Resources","Adelaide",1,2014
3247,2014-04-28,"Global Operations Support Centre","Melbourne",1,2014
3247,2014-04-28,"Global Operations Support Centre","Melbourne",1,2014
3247,2014-04-28,"Manufacturing and Engineering O-I AP","Melbourne",1,2014
3247,2014-04-28,"Manufacturing and Engineering O-I AP","Melbourne",1,2014
3248,2014-05-19,"Maintenance Day Trades","Melbourne",1,2014
3249,2014-05-12,"Human Resources","Sydney",1,2014
