"pers_no","action_type","reason_for_action","co_cd","company_code","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","date","turnover","turn_abs"
90003342,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10260,"JKT Plant Reliabilty","Mechanical Engineering","5/09/2017",1,1
90003342,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10240,"JKT Maintenance-Mc","Mechanical Engineering","5/09/2017",1,1
90003342,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10240,"JKT Maintenance-Mc","Mechanical Engineering","5/09/2017",1,1
90003343,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10570,"JKT Distribution","Logistic & PPIC","16/10/2017",1,1
90003344,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10330,"JKT Purchasing","Procurement","6/11/2017",1,1
90003345,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10160,"JKT Inspect","Inspection Packaging","1/12/2017",1,1
90003346,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10580,"JKT Warehousing","Warehouse","1/12/2017",1,1
90003347,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10100,"JKT Batch","Batch & Furnace","1/12/2017",1,1
90003347,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10100,"JKT Batch","Batch & Furnace","1/12/2017",1,1
90003348,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift B","1/12/2017",1,1
90003349,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift A","1/12/2017",1,1
90003349,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift A","1/12/2017",1,1
90003350,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 11 Shift B","12/12/2017",1,1
90003350,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 11 Shift B","12/12/2017",1,1
90003351,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift D","12/12/2017",1,1
90003351,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift D","12/12/2017",1,1
90003352,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10300,"JKT Finance","Finance","1/01/2018",1,1
90003353,"Hire Employee","New position",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10570,"JKT Distribution","Planning","1/01/2018",1,1
90003354,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10300,"JKT Finance","Finance","8/01/2018",1,1
90003355,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10130,"JKT Forming","Line 22 Shift C","1/01/2018",1,1
90003355,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Shft Glass",10130,"JKT Forming","Line 22 Shift C","1/01/2018",1,1
90003356,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10210,"JKT Mould Shop","Mould Shop","1/01/2018",1,1
90003357,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","3/01/2018",1,1
90003358,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","8/01/2018",1,1
90003359,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10230,"JKT Maintenance-Elec","Electrical","9/01/2018",1,1
90003360,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Wages","Jkta Day Glass",10160,"JKT Inspect","Inspection Packaging","15/01/2018",1,1
90003361,"Hire Employee","Fill vacancy",1020,"PT Kangar Consol. Indust.","Indonesia Jakarta Staff","Jkta Day No Awd",10300,"JKT Finance","Finance","15/01/2018",1,1
