"pers_no","organizational_unit","date","turn_abs","location","years"
2875,"Spirits & RTD Segment",2011-12-24,1,"Sydney",2011
2876,"Integrated Systems and Risk",2015-10-17,1,"Melbourne",2015
2877,"Beer Segment O-I Australia",2015-09-17,1,"Melbourne",2015
2878,"Applications",2012-02-02,1,"Melbourne",2012
2880,"New Product Development",2011-05-21,1,"Melbourne",2011
2881,"Wine Segment",2015-08-08,1,"Adelaide",2015
2884,"Commercial Accounting",2011-05-07,1,"Melbourne",2011
2885,"Applications",2012-03-10,1,"Melbourne",2012
2888,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2889,"Human Resources",2010-07-13,1,"Melbourne",2010
2890,"Plant Reliability Sydney",2014-01-18,1,"Sydney",2014
2894,"E Shift",2011-01-28,1,"Adelaide",2011
2895,"Batch and Furnace",2014-10-02,1,"Adelaide",2014
2896,"Plant Reliability Sydney",2014-02-03,1,"Sydney",2014
2897,"New Product Development",2011-04-30,1,"Melbourne",2011
2899,"Engineering",2013-10-19,1,"Adelaide",2013
2900,"Monthly Reporting and Planning",2010-12-18,1,"Melbourne",2010
2901,"UPM3",2015-07-02,1,"Melbourne",2015
2903,"Plant Engineering",2010-07-17,1,"Melbourne",2010
2904,"Mould and Machine Maintenance",2014-10-02,1,"Adelaide",2014
2905,"Occupational Health & Safety",2010-08-02,1,"Melbourne",2010
2906,"Customer Technical Services",2012-03-31,1,"Brisbane",2012
2912,"Human Resources",2012-05-05,1,"Sydney",2012
2913,"Business Services",2012-06-09,1,"Brisbane",2012
2914,"Occupational Health & Safety",2010-04-30,1,"Melbourne",2010
2915,"Business Services",2014-02-05,1,"Brisbane",2014
2916,"Marketing Australia",2013-09-21,1,"Melbourne",2013
2917,"Environment, Health and Safety",2017-09-30,1,"Melbourne",2017
2918,"Service Desk AP",2010-07-31,1,"Melbourne",2010
2920,"E Shift",2010-07-07,1,"Adelaide",2010
2922,"Electrical Services",2010-12-11,1,"Brisbane",2010
2923,"Business Services",2010-05-29,1,"Melbourne",2010
2924,"Business Services",2010-06-04,1,"Melbourne",2010
2925,"New Product Development",2016-10-01,1,"Melbourne",2016
2926,"Customer Services",2014-09-27,1,"Melbourne",2014
2927,"E Shift",2015-07-09,1,"Adelaide",2015
2928,"A Shift",2010-12-08,1,"Adelaide",2010
2929,"D Shift",2015-04-23,1,"Adelaide",2015
2931,"B Shift",2012-03-24,1,"Adelaide",2012
2932,"D Shift",2014-10-02,1,"Adelaide",2014
2933,"",2014-12-13,1,"Adelaide",2014
2934,"Commercial Logistics",2018-06-06,1,"Melbourne",2018
2935,"Line Development",2012-11-17,1,"Adelaide",2012
2936,"Line Development",2012-12-15,1,"Adelaide",2012
2937,"Engineering Services",2012-04-11,1,"Melbourne",2012
2938,"Electrical Services",2011-03-26,1,"Brisbane",2011
2939,"National Planning",2013-01-19,1,"Melbourne",2013
2941,"Mould Repair",2013-11-28,1,"Sydney",2013
2944,"C Shift",2015-02-14,1,"Adelaide",2015
2946,"Manufacturing",2014-11-29,1,"Sydney",2014
2947,"Mould Repair",2011-10-08,1,"Sydney",2011
2948,"D Shift",2011-05-07,1,"Sydney",2011
2949,"Human Resources",2011-03-30,1,"Melbourne",2011
2953,"Customer Technical Services Australia",2015-04-01,1,"Other",2015
2954,"UPM",2014-09-11,1,"Adelaide",2014
2955,"Human Resources",2013-12-21,1,"Melbourne",2013
2956,"Business Services",2010-11-10,1,"Melbourne",2010
2958,"Cullet",2019-03-06,1,"Melbourne",2019
2959,"Service Desk AP",2012-04-01,1,"Melbourne",2012
2961,"Sales NSW",2011-03-11,1,"Sydney",2011
2962,"Commercial Accounting",2013-01-26,1,"Melbourne",2013
2963,"Applications",2017-09-02,1,"Melbourne",2017
2964,"Commercial Accounting",2012-09-29,1,"Melbourne",2012
2965,"Sales & Marketing",2014-02-08,1,"Melbourne",2014
2966,"Sales & Marketing",2011-04-09,1,"Sydney",2011
2968,"O-I Australia",2014-01-01,1,"Melbourne",2014
2974,"D Shift",2010-11-15,1,"Melbourne",2010
2975,"Commercial Accounting",2012-12-15,1,"Melbourne",2012
2976,"Applications",2012-10-04,1,"Melbourne",2012
2977,"Procurement",2012-07-21,1,"Melbourne",2012
2978,"Human Resources Business Partnering",2017-10-11,1,"Melbourne",2017
2980,"Manufacturing",2011-02-01,1,"Melbourne",2011
2981,"Cold End Job Change",2018-11-09,1,"Melbourne",2018
2982,"Regional Integrated Operations",2012-08-01,1,"Melbourne",2012
2986,"Mould Repair",2013-03-29,1,"Adelaide",2013
2988,"Unit Plant QG3",2017-08-09,1,"Brisbane",2017
2990,"Human Resources O-I Asia Pacific",2014-08-09,1,"Melbourne",2014
2992,"Engineering",2012-04-21,1,"Brisbane",2012
2994,"E Shift",2011-02-10,1,"Melbourne",2011
2995,"Pricing",2012-06-30,1,"Melbourne",2012
2997,"Analytical Services",2012-08-16,1,"Melbourne",2012
2999,"Service Desk AP",2011-06-10,1,"Melbourne",2011
3002,"E Shift",2011-01-14,1,"Melbourne",2011
3003,"Occupational Health & Safety",2014-11-12,1,"Melbourne",2014
3008,"Applications",2011-08-02,1,"Melbourne",2011
3009,"Batch & Furnace",2012-06-02,1,"Brisbane",2012
3013,"Human Resources O-I Asia Pacific",2014-10-04,1,"Melbourne",2014
3014,"Analytical Services",2011-12-31,1,"Melbourne",2011
3016,"Electrical Maintenance",2015-01-17,1,"Melbourne",2015
3020,"Corporate Accounting",2011-02-19,1,"Melbourne",2011
3021,"Service Desk AP",2011-02-05,1,"Melbourne",2011
3022,"Mechanical Services",2011-04-09,1,"Brisbane",2011
3023,"E Shift",2014-10-02,1,"Adelaide",2014
3025,"D Shift",2014-10-02,1,"Adelaide",2014
3026,"Mould Repair",2011-03-02,1,"Sydney",2011
3027,"D Shift",2014-10-02,1,"Adelaide",2014
3029,"Mould Repair",2018-09-28,1,"Brisbane",2018
3030,"Plant Reliability",2013-11-02,1,"Brisbane",2013
3031,"Mechanical Services",2011-06-23,1,"Brisbane",2011
3032,"Electrical Services",2013-10-10,1,"Brisbane",2013
3035,"Mould Repair",2015-01-17,1,"Sydney",2015
3036,"Glass and Materials Advancement",2016-10-17,1,"Melbourne",2016
3037,"National Planning",2011-07-09,1,"Melbourne",2011
3038,"Strategy and Integration O-I AP",2018-12-19,1,"Melbourne",2018
3039,"Human Resources",2013-03-11,1,"Melbourne",2013
3041,"Shift C",2018-07-22,1,"Melbourne",2018
3042,"A Shift",2011-10-14,1,"Melbourne",2011
3044,"Commercial Accounting",2012-03-31,1,"Melbourne",2012
3045,"Sales & Marketing",2011-06-10,1,"Melbourne",2011
3046,"Plant Reliability Sydney",2015-03-03,1,"Sydney",2015
3047,"New Product Development",2014-01-25,1,"Melbourne",2014
3050,"B Shift",2014-10-02,1,"Adelaide",2014
3052,"Marketing Australia",2014-06-28,1,"Melbourne",2014
3053,"Electrical Services",2013-06-22,1,"Brisbane",2013
3055,"Global Operations Support Centre",2015-08-01,1,"Brisbane",2015
3060,"Operational and Facilities Advancement",2012-05-22,1,"Melbourne",2012
3061,"Monthly Reporting and Planning",2013-04-13,1,"Melbourne",2013
3062,"E Shift",2012-09-15,1,"Brisbane",2012
3066,"B Shift",2011-07-03,1,"Melbourne",2011
3067,"Human Resources",2013-04-11,1,"Melbourne",2013
3068,"Mould Repair",2014-08-23,1,"Sydney",2014
3069,"Analytical Services",2011-09-03,1,"Melbourne",2011
3071,"Wine Segment",2015-01-08,1,"Sydney",2015
3072,"Beer Segment O-I Australia",2013-04-19,1,"Melbourne",2013
3073,"Applications",2015-04-15,1,"Melbourne",2015
3077,"E Shift",2011-09-27,1,"Melbourne",2011
3080,"Mould Repair",2011-12-31,1,"Brisbane",2011
3081,"New Product Development",2016-02-16,1,"Melbourne",2016
3082,"Food & NAB Segment",2012-12-01,1,"Sydney",2012
3084,"B Shift",2014-10-02,1,"Adelaide",2014
3086,"Sales & Marketing",2012-12-15,1,"Melbourne",2012
3087,"Supply Chain",2015-03-02,1,"Melbourne",2015
3089,"B Shift",2011-11-09,1,"Melbourne",2011
3091,"National Planning",2013-12-01,1,"Melbourne",2013
3093,"Engineering",2012-03-10,1,"Sydney",2012
3094,"Manufacturing",2016-07-09,1,"Sydney",2016
3102,"Supply Chain O-I Asia Pacific",2017-12-16,1,"Melbourne",2017
3103,"Commercial Accounting",2012-09-05,1,"Melbourne",2012
3105,"Regional Integrated Operations",2014-01-01,1,"Melbourne",2014
3106,"Job Change",2012-06-15,1,"Adelaide",2012
3109,"ANZ Logistics",2017-07-15,1,"Melbourne",2017
3110,"Plant Procedures & Specifications (ISO)",2012-10-08,1,"Melbourne",2012
3111,"Service Desk AP",2015-10-31,1,"Melbourne",2015
3113,"Human Resources",2013-11-30,1,"Sydney",2013
3115,"Customer Technical Services",2012-08-15,1,"Brisbane",2012
3117,"Applications",2014-05-01,1,"Melbourne",2014
3119,"National Planning",2013-04-27,1,"Melbourne",2013
3120,"Plant Reliability",2013-06-29,1,"Melbourne",2013
3121,"O-I Asia Pacific",2015-06-02,1,"Melbourne",2015
3123,"Australian Financial Operations",2017-03-01,1,"Melbourne",2017
3126,"Environment, Health, Safety and Risk",2012-09-22,1,"Adelaide",2012
3128,"Accounts Payable",2017-11-18,1,"Melbourne",2017
3129,"Batch & Furnace",2016-04-16,1,"Brisbane",2016
3131,"Plant Reliability",2016-11-07,1,"Brisbane",2016
3133,"Business Services",2012-09-13,1,"Adelaide",2012
3134,"Business Services",2012-12-01,1,"Adelaide",2012
3135,"Human Resources O-I Asia Pacific",2015-03-21,1,"Melbourne",2015
3136,"Sales & Marketing",2012-11-01,1,"Melbourne",2012
3137,"Human Resources O-I Asia Pacific",2014-04-01,1,"Melbourne",2014
3138,"Service Desk AP",2016-03-19,1,"Melbourne",2016
3140,"Distribution",2016-12-10,1,"Melbourne",2016
3141,"Integrated Systems & Risk",2013-09-11,1,"Adelaide",2013
3142,"Batch & Furnace",2013-10-24,1,"Sydney",2013
3143,"Analytical Services",2012-12-01,1,"Melbourne",2012
3145,"Mechanical Services",2013-01-23,1,"Brisbane",2013
3146,"Information Technology O-I AP",2017-11-25,1,"Melbourne",2017
3149,"Shared Services",2015-05-16,1,"Melbourne",2015
3150,"Procurement",2016-03-05,1,"Melbourne",2016
3152,"Mould and Machine Maintenance",2014-10-02,1,"Adelaide",2014
3153,"O-I Asia Pacific",2013-01-12,1,"Melbourne",2013
3154,"Integrated Systems & Risk",2014-07-22,1,"Adelaide",2014
3155,"Distribution - Queensland",2017-07-08,1,"Brisbane",2017
3156,"Commercial Accounting",2013-01-26,1,"Melbourne",2013
3157,"Distribution",2015-09-26,1,"Sydney",2015
3158,"Distribution",2017-01-01,1,"Melbourne",2017
3159,"Sales & Marketing O-I Australia",2017-05-01,1,"Melbourne",2017
3160,"Accounts Payable",2018-10-02,1,"Melbourne",2018
3161,"Commercial Accounting",2013-02-23,1,"Melbourne",2013
3162,"Business Services",2015-01-01,1,"Adelaide",2015
3163,"Shared Services",2014-11-18,1,"Melbourne",2014
3166,"Business Services Melbourne",2015-12-01,1,"Melbourne",2015
3168,"UPM3 C Shift",2016-08-09,1,"Melbourne",2016
3170,"Commercial Accounting",2013-11-01,1,"Melbourne",2013
3171,"Regional Integrated Operations",2014-05-01,1,"Melbourne",2014
3173,"Shared Services",2013-11-30,1,"Melbourne",2013
3174,"Human Resources O-I Asia Pacific",2013-06-25,1,"Melbourne",2013
3175,"Human Resources",2015-04-11,1,"Brisbane",2015
3176,"Job Change Team",2018-02-12,1,"Brisbane",2018
3177,"Procurement",2016-04-09,1,"Melbourne",2016
3178,"Beer Segment O-I Australia",2015-12-17,1,"Melbourne",2015
3179,"UPM4 D Shift",2014-01-01,1,"Melbourne",2014
3181,"Integrates Systems and Risk C Shift",2017-07-12,1,"Melbourne",2017
3185,"Glass and Materials Advancement",2013-11-01,1,"Melbourne",2013
3186,"Human Resources Shared Services",2018-03-01,1,"Melbourne",2018
3191,"Job Change",2013-11-05,1,"Adelaide",2013
3192,"Job Change",2014-10-02,1,"Adelaide",2014
3193,"Job Change",2014-10-15,1,"Adelaide",2014
3194,"Job Change",2013-11-19,1,"Adelaide",2013
3197,"Electrical Services",2013-09-21,1,"Brisbane",2013
3201,"Integrated Systems and Risk",2013-11-01,1,"Brisbane",2013
3202,"Regional Integrated Operations",2016-02-13,1,"Melbourne",2016
3203,"Regional Integrated Operations",2016-03-01,1,"Melbourne",2016
3204,"Plant Controls Brisbane",2017-12-30,1,"Brisbane",2017
3205,"Commercial",2014-03-27,1,"Melbourne",2014
3206,"Maintenance Day Trades",2014-03-14,1,"Melbourne",2014
3207,"Electrical Services",2014-06-06,1,"Brisbane",2014
3212,"O-I Australia",2017-02-18,1,"Melbourne",2017
3213,"EH&S Brisbane",2017-09-09,1,"Brisbane",2017
3216,"B Shift",2015-07-09,1,"Adelaide",2015
3217,"Human Resources O-I Asia Pacific",2016-04-28,1,"Melbourne",2016
3218,"Plant Reliability",2015-10-24,1,"Brisbane",2015
3219,"Human Resources",2014-08-01,1,"Sydney",2014
3220,"Commercial",2014-08-15,1,"Melbourne",2014
3221,"Commercial Accounting",2016-12-17,1,"Melbourne",2016
3222,"Business Services",2015-04-04,1,"Brisbane",2015
3224,"Shared Services",2014-06-28,1,"Melbourne",2014
3225,"Unit Plant Management",2018-09-14,1,"Melbourne",2018
3227,"D Shift",2014-10-02,1,"Adelaide",2014
3228,"Electrical Services",2014-06-19,1,"Brisbane",2014
3229,"O-I Asia Pacific",2018-03-16,1,"Melbourne",2018
3230,"Integrated Systems and Risk",2016-04-11,1,"Melbourne",2016
3231,"Human Resources",2014-08-02,1,"Brisbane",2014
3233,"Commercial Accounting",2014-11-04,1,"Melbourne",2014
3234,"ELECTRICIAN",2015-01-17,1,"Sydney",2015
3235,"National Planning",2016-05-31,1,"Adelaide",2016
3238,"Sales & Marketing",2017-01-01,1,"Melbourne",2017
3239,"Regional Engineering",2017-11-01,1,"Melbourne",2017
3240,"Batch & Furnace",2017-01-18,1,"Sydney",2017
3244,"Maintenance",2018-11-17,1,"Adelaide",2018
3245,"Commercial",2016-01-19,1,"Melbourne",2016
3246,"Learning and Development",2018-05-01,1,"Adelaide",2018
3250,"Strategy and Integration O-I AP",2019-04-13,1,"Melbourne",2019
3251,"Human Resources",2014-09-06,1,"Melbourne",2014
3253,"Sales & Marketing O-I Australia",2017-06-17,1,"Melbourne",2017
3255,"Plant Controls Melbourne",2018-01-06,1,"Melbourne",2018
3257,"Electrical Services",2014-09-08,1,"Brisbane",2014
3259,"Integrated Systems and Risk",2014-08-16,1,"Brisbane",2014
3260,"Procurement",2014-09-16,1,"Melbourne",2014
3262,"Regional Procurement",2018-03-29,1,"Melbourne",2018
3265,"Distribution - Queensland",2015-04-18,1,"Brisbane",2015
3267,"Pricing O-I Asia Pacific",2017-09-21,1,"Melbourne",2017
3268,"Business Planning",2016-12-01,1,"Melbourne",2016
3269,"General Maintenance",2018-08-10,1,"Melbourne",2018
3270,"Distribution - Queensland",2018-01-18,1,"Brisbane",2018
3271,"UPM4 D Shift",2017-06-01,1,"Melbourne",2017
3272,"Service Desk AP",2016-02-05,1,"Melbourne",2016
3273,"Customer Technical Services",2017-12-13,1,"Sydney",2017
3275,"General Maintenace",2016-11-20,1,"Melbourne",2016
3278,"Shared Services",2019-01-12,1,"Melbourne",2019
3280,"Human Resources",2016-05-01,1,"Melbourne",2016
3281,"Brisbane Cullet Pty Ltd",2017-06-17,1,"Brisbane",2017
3284,"UPM3",2016-04-01,1,"Melbourne",2016
3288,"Integrated Systems and Risk",2016-03-01,1,"Melbourne",2016
3291,"Business Services",2016-10-26,1,"Brisbane",2016
3292,"Commercial Accounting",2015-01-17,1,"Melbourne",2015
3293,"Inspection & Packaging Engineering",2017-12-28,1,"Brisbane",2017
3295,"Shift C",2018-05-24,1,"Melbourne",2018
3298,"Inspection & Packaging Engineering",2015-03-21,1,"Brisbane",2015
3299,"Plant Electrical Sydney",2019-01-18,1,"Sydney",2019
3302,"Forming Job Change",2015-07-01,1,"Sydney",2015
3303,"Strategy and PMO",2017-12-01,1,"Melbourne",2017
3304,"Sales & Marketing O-I Australia",2016-09-10,1,"Melbourne",2016
3305,"Batch & Furnace",2017-04-01,1,"Melbourne",2017
3310,"Job Change",2018-05-06,1,"Sydney",2018
3312,"Human Resources Brisbane",2018-01-23,1,"Brisbane",2018
3313,"Plant Reliability",2015-04-18,1,"Brisbane",2015
3314,"Forming Maintenance",2015-09-24,1,"Brisbane",2015
3316,"Batch & Furnace",2017-10-06,1,"Brisbane",2017
3317,"Electrical Maintenance",2017-07-20,1,"Melbourne",2017
3318,"Occupational Health & Safety",2015-04-20,1,"Melbourne",2015
3319,"Plant Mechanical Maintenance",2016-12-03,1,"Brisbane",2016
3323,"Monthly Reporting and Planning",2017-04-29,1,"Melbourne",2017
3325,"Distribution - Queensland",2017-04-11,1,"Brisbane",2017
3329,"Unit Plant QG33",2018-04-05,1,"Brisbane",2018
3330,"Production Support",2015-08-05,1,"Brisbane",2015
3331,"Monthly Reporting and Planning",2016-01-07,1,"Melbourne",2016
3334,"Plant Reliability",2017-08-05,1,"Brisbane",2017
3336,"Brisbane Cullet Pty Ltd",2016-05-20,1,"Brisbane",2016
3338,"Commercial",2015-09-17,1,"Melbourne",2015
3339,"Quantum_RTR",2018-06-02,1,"Melbourne",2018
3342,"Integrates Systems and Risk C Shift",2015-08-12,1,"Melbourne",2015
3347,"Business Services",2015-11-01,1,"Adelaide",2015
3349,"Business Services",2016-07-22,1,"Adelaide",2016
3353,"Human Resources O-I Asia Pacific",2017-03-01,1,"Melbourne",2017
3354,"Plant Reliability",2017-05-01,1,"Melbourne",2017
3358,"Pack Centre",2015-12-17,1,"Melbourne",2015
3361,"Accounts Payable",2018-10-20,1,"Melbourne",2018
3362,"Human Resources",2017-06-22,1,"Brisbane",2017
3363,"Electrical Engineering",2018-11-24,1,"Melbourne",2018
3367,"O-I Australia",2017-04-01,1,"Melbourne",2017
3368,"ANZ Planning",2018-03-31,1,"Adelaide",2018
3369,"Procurement",2016-05-28,1,"Melbourne",2016
3372,"Monthly Reporting and Planning",2017-04-29,1,"Melbourne",2017
3374,"Manufacturing",2018-02-01,1,"Melbourne",2018
3375,"O-I Brisbane Plant",2017-08-19,1,"Brisbane",2017
3379,"Distribution - Queensland",2017-11-04,1,"Brisbane",2017
3382,"Monthly Reporting and Planning",2019-01-31,1,"Melbourne",2019
3383,"Pack Centre",2016-06-16,1,"Melbourne",2016
3384,"Pack Centre",2016-02-04,1,"Melbourne",2016
3387,"O-I Adelaide Plant",2017-02-24,1,"Adelaide",2017
3389,"Manufacturing",2017-06-16,1,"Sydney",2017
3390,"Business Planning",2017-04-14,1,"Melbourne",2017
3392,"A Shift",2016-11-12,1,"Brisbane",2016
3393,"EH&S Brisbane",2018-05-26,1,"Brisbane",2018
3397,"Occupational Health & Safety",2017-08-10,1,"Melbourne",2017
3402,"Mechanical Engineering",2018-11-07,1,"Melbourne",2018
3404,"Procurement Administration",2017-12-05,1,"Brisbane",2017
3407,"Occupational Health & Safety",2016-10-01,1,"Melbourne",2016
3408,"Customer Services",2017-08-05,1,"Melbourne",2017
3415,"O-I Asia Pacific",2018-05-02,1,"Melbourne",2018
3420,"Inspection & Packaging Engineering",2017-03-25,1,"Brisbane",2017
3422,"Business Services Melbourne",2016-08-20,1,"Melbourne",2016
3424,"Service Desk AP",2018-09-22,1,"Melbourne",2018
3426,"Procurement",2017-04-22,1,"Melbourne",2017
3429,"Job Change",2016-12-08,1,"Brisbane",2016
3437,"Sales & Marketing O-I Australia",2017-06-01,1,"Melbourne",2017
3440,"Unit Plant QG12",2017-07-15,1,"Brisbane",2017
3441,"Plant Controls Adelaide",2019-06-01,1,"Adelaide",2019
3443,"Strategic Sourcing and Demand",2018-08-11,1,"Melbourne",2018
3444,"Integrated Systems and Risk",2017-04-22,1,"Brisbane",2017
3446,"ANZ Planning",2018-11-17,1,"Melbourne",2018
3451,"Integrated Systems and Risk",2017-07-16,1,"Melbourne",2017
3454,"Monthly Reporting and Planning",2018-06-05,1,"Melbourne",2018
3455,"New Product Development",2017-06-03,1,"Melbourne",2017
3457,"Quantum_ITF",2018-12-01,1,"Melbourne",2018
3458,"Human Resources O-I Asia Pacific",2017-06-20,1,"Melbourne",2017
3459,"Human Resources O-I Asia Pacific",2017-06-24,1,"Melbourne",2017
3460,"Operations O-I Australia",2017-12-16,1,"Melbourne",2017
3463,"Plant Maintenance",2018-10-06,1,"Brisbane",2018
3464,"Quantum_Master Data",2018-12-01,1,"Melbourne",2018
3465,"Occupational Health & Safety",2017-09-30,1,"Melbourne",2017
3472,"Service Desk AP",2017-07-08,1,"Melbourne",2017
3473,"ANZ Logistics",2017-08-01,1,"Melbourne",2017
3474,"Regional Engineering",2017-10-29,1,"Melbourne",2017
3476,"Batch & Furnace",2018-12-15,1,"Melbourne",2018
3479,"Operational Capability",2017-12-16,1,"Brisbane",2017
3481,"Quality",2018-09-29,1,"Adelaide",2018
3483,"Business Controlling",2018-11-24,1,"Melbourne",2018
3484,"Strategy and Integration O-I AP",2017-07-01,1,"Melbourne",2017
3485,"Performance Improvement",2017-12-16,1,"Sydney",2017
3486,"Plant Controls Brisbane",2018-04-28,1,"Brisbane",2018
3487,"Change Management",2017-12-16,1,"Melbourne",2017
3488,"Human Resources Shared Services",2017-07-29,1,"Melbourne",2017
3489,"ANZ Logistics",2018-04-28,1,"Melbourne",2018
3493,"Human Resources Business Partnering",2018-03-01,1,"Melbourne",2018
3494,"Furnace Design",2019-03-31,1,"Melbourne",2019
3496,"Human Resources O-I Asia Pacific",2017-07-01,1,"Melbourne",2017
3498,"Cullet Operations",2017-10-03,1,"Brisbane",2017
3499,"Brisbane Cullet Pty Ltd",2017-04-17,1,"Brisbane",2017
3501,"Human Resources Brisbane",2018-12-01,1,"Brisbane",2018
3502,"Human Resources Shared Services",2018-12-19,1,"Melbourne",2018
3504,"Brisbane Cullet Pty Ltd",2017-05-29,1,"Brisbane",2017
3509,"Reliability",2019-01-15,1,"Adelaide",2019
3517,"Human Resources Shared Services",2018-03-17,1,"Melbourne",2018
3519,"Logistics",2018-12-01,1,"Melbourne",2018
3522,"IT Operations",2018-07-14,1,"Melbourne",2018
3528,"Management Accounting",2017-11-30,1,"Melbourne",2017
3531,"Change Management",2018-12-19,1,"Melbourne",2018
3532,"Operational and Facilities Advancement",2018-07-01,1,"Melbourne",2018
3535,"Learning and Development",2019-04-13,1,"Melbourne",2019
3537,"Brisbane Cullet",2017-11-04,1,"Brisbane",2017
3538,"Human Resources Shared Services",2018-02-21,1,"Melbourne",2018
3539,"Regional Procurement",2017-12-01,1,"Melbourne",2017
3543,"Pricing O-I Asia Pacific",2018-02-23,1,"Melbourne",2018
3544,"Inspection & Packaging Engineering",2018-01-06,1,"Brisbane",2018
3547,"Project Quantum",2018-12-01,1,"Melbourne",2018
3548,"Quantum_RTR",2018-12-19,1,"Melbourne",2018
3549,"Human Resources Business Partnering",2018-01-06,1,"Sydney",2018
3550,"Quantum_OTC",2018-11-22,1,"Melbourne",2018
3551,"Process Improvement",2018-01-26,1,"Melbourne",2018
3553,"Change Management",2018-09-29,1,"Melbourne",2018
3557,"Quantum_PTP",2019-02-01,1,"Melbourne",2019
3564,"Electrical Engineering",2019-02-16,1,"Melbourne",2019
3565,"Shared Services",2018-01-27,1,"Melbourne",2018
3567,"Communications",2019-02-01,1,"Melbourne",2019
3569,"Shift D",2017-10-14,1,"Melbourne",2017
3575,"Project Quantum",2018-04-18,1,"Melbourne",2018
3578,"ANZ Planning",2019-05-15,1,"Melbourne",2019
3579,"UPM",2019-04-27,1,"Adelaide",2019
3581,"Plant Maintenance",2018-01-02,1,"Brisbane",2018
3582,"Quantum_PTP",2018-09-26,1,"Melbourne",2018
3584,"Regional EHS",2018-11-10,1,"Melbourne",2018
3585,"Accounts Payable",2018-07-18,1,"Melbourne",2018
3588,"ANZ Finance",2018-06-02,1,"Melbourne",2018
3590,"Brisbane Cullet",2019-01-16,1,"Brisbane",2019
3592,"Change Management",2018-12-11,1,"Melbourne",2018
3593,"D Shift",2018-03-06,1,"Adelaide",2018
3595,"Shift B",2019-01-08,1,"Melbourne",2019
3596,"Strategic Sourcing and Demand",2018-10-06,1,"Adelaide",2018
3599,"Quantum_IT",2018-12-14,1,"Melbourne",2018
3600,"Shift C",2019-04-30,1,"Adelaide",2019
3609,"Process Improvement",2018-11-03,1,"Melbourne",2018
3612,"Human Resources Shared Services",2018-12-19,1,"Melbourne",2018
3613,"Plant Controls Sydney",2018-08-08,1,"Sydney",2018
3617,"Quantum_OTC",2018-03-09,1,"Melbourne",2018
3618,"Shared Services",2018-03-29,1,"Melbourne",2018
3620,"Pricing O-I Asia Pacific",2018-09-19,1,"Melbourne",2018
3626,"Quantum_IT",2018-12-01,1,"Melbourne",2018
3636,"Human Resources Business Partnering",2018-05-26,1,"Sydney",2018
3642,"Shared Services",2018-08-11,1,"Melbourne",2018
3645,"Change Management",2018-12-19,1,"Melbourne",2018
3647,"Plant Controls Brisbane",2018-12-08,1,"Brisbane",2018
3656,"Maintenance Planning",2019-01-12,1,"Brisbane",2019
3657,"IT Operations",2019-06-22,1,"Melbourne",2019
3662,"Quantum_IT",2019-02-28,1,"Melbourne",2019
3663,"IS Repair",2019-01-05,1,"Brisbane",2019
3679,"Technical Services",2019-03-30,1,"Brisbane",2019
3680,"Batch & Furnace",2019-01-03,1,"Melbourne",2019
3682,"Adelaide Plant",2019-04-06,1,"Adelaide",2019
3683,"Adelaide Plant",2019-04-06,1,"Adelaide",2019
3689,"Management Accounting",2019-05-09,1,"Melbourne",2019
3698,"Shift C",2019-02-23,1,"Adelaide",2019
3716,"Shift C",2019-06-08,1,"Melbourne",2019
3722,"IS Repair",2019-05-04,1,"Melbourne",2019
3741,"Shift C",2019-06-30,1,"Adelaide",2019
90000024,"Distribution",2008-08-01,1,"Jakarta",2008
90000070,"Finance",2003-04-01,1,"Jakarta",2003
90000079,"Machine Maintenance",2005-01-01,1,"Jakarta",2005
90000084,"Manufacturing",2011-05-01,1,"Jakarta",2011
90000086,"Human Resources",2003-04-01,1,"Jakarta",2003
90000087,"PT Kangar Consolidated Industries",2009-02-01,1,"Jakarta",2009
90000089,"Marketing & Sales",2003-01-01,1,"Jakarta",2003
90000102,"Finance",2003-04-01,1,"Jakarta",2003
90000104,"Marketing & Sales",2002-03-01,1,"Jakarta",2002
90000110,"Finance",2005-07-01,1,"Jakarta",2005
90000116,"Marketing & Sales",2009-01-01,1,"Jakarta",2009
90000117,"Human Resources",2003-10-01,1,"Jakarta",2003
90000121,"Purchasing",2003-04-01,1,"Jakarta",2003
90000123,"PT Kangar Consolidated Industries",2003-04-01,1,"Jakarta",2003
90000124,"Finance",2003-04-01,1,"Jakarta",2003
90000130,"Purchasing",2002-02-16,1,"Jakarta",2002
90000131,"Marketing & Sales",2003-01-01,1,"Jakarta",2003
90000134,"Marketing & Sales",2004-05-01,1,"Jakarta",2004
90000140,"Marketing & Sales",2005-05-01,1,"Jakarta",2005
90000141,"Human Resources",2016-06-01,1,"Jakarta",2016
90000142,"Marketing & Sales",2012-12-01,1,"Jakarta",2012
90000143,"PT Kangar Consolidated Industries",2018-10-01,1,"Jakarta",2018
90000144,"Human Resources",2009-07-01,1,"Jakarta",2009
90000145,"Finance",2017-01-01,1,"Jakarta",2017
90000146,"PT Kangar Consolidated Industries",2011-09-01,1,"Jakarta",2011
90000148,"Marketing & Sales",2006-05-01,1,"Jakarta",2006
90000150,"Quality Service",2006-10-22,1,"Jakarta",2006
90000151,"Production Planning Inventory Control",2010-06-01,1,"Jakarta",2010
90000154,"Finance",2014-08-01,1,"Jakarta",2014
