"pers_no","organizational_unit","date","turn_abs","location","years"
710,"Customer Technical Services Australia",2013-07-06,1,"Other",2013
718,"Sales & Marketing O-I Australia",2014-10-01,1,"Melbourne",2014
719,"Occupational Health & Safety",2013-12-21,1,"Melbourne",2013
720,"Human Resources",2004-06-01,1,"Melbourne",2004
721,"Distribution - Victoria",2017-04-30,1,"Melbourne",2017
722,"Financial Operations",2011-10-29,1,"Melbourne",2011
723,"Forming",2002-03-01,1,"Adelaide",2002
724,"ANZ Planning",2017-10-01,1,"Melbourne",2017
725,"Facilities Advancement",2013-07-16,1,"Melbourne",2013
726,"Applications",2013-07-13,1,"Melbourne",2013
727,"Business Services",2004-02-13,1,"Other",2004
728,"Plant Engineering",2011-09-01,1,"Melbourne",2011
729,"Manufacturing",2005-11-26,1,"Brisbane",2005
734,"Commercial",2011-11-01,1,"Melbourne",2011
738,"Corporate Accounting",2011-07-16,1,"Melbourne",2011
740,"Regional Integrated Operations",2014-09-01,1,"Melbourne",2014
744,"Customer Technical Services",2005-03-25,1,"Melbourne",2005
747,"Product & Mould Design",2007-08-01,1,"Melbourne",2007
752,"Facilities Advancement",2013-06-29,1,"Melbourne",2013
753,"Information Technology",2009-01-01,1,"Melbourne",2009
754,"Customer Technical Services Australia",2002-01-01,1,"Melbourne",2002
757,"Financial Operations",2011-05-27,1,"Melbourne",2011
759,"Specifications & Quality Mgt Systems",2002-12-14,1,"Melbourne",2002
761,"ANZ Planning",2017-12-30,1,"Melbourne",2017
766,"E Shift",2012-09-11,1,"Melbourne",2012
768,"O-I Australia",2015-01-01,1,"Melbourne",2015
771,"Australian Financial Operations",2013-11-01,1,"Melbourne",2013
773,"Manufacturing Support",2006-11-28,1,"Melbourne",2006
778,"Mould Design and Draughting",2014-11-18,1,"Melbourne",2014
779,"Regional Quality",2016-08-20,1,"Adelaide",2016
780,"Hot End D Shift",2006-07-15,1,"Brisbane",2006
781,"Batch and Furnace",2005-08-02,1,"Adelaide",2005
782,"Information Technology",2005-01-01,1,"Melbourne",2005
785,"Regional Quality",2013-09-01,1,"Melbourne",2013
789,"Distribution - Queensland",2001-11-17,1,"Brisbane",2001
791,"Plant Engineering",2014-01-17,1,"Melbourne",2014
796,"Glass Technology",2007-01-01,1,"Melbourne",2007
797,"Manufacturing",2007-11-11,1,"Brisbane",2007
799,"Business Services",2004-04-01,1,"Adelaide",2004
800,"Plant Engineering",2013-08-10,1,"Melbourne",2013
802,"Information Technology",2004-10-02,1,"Melbourne",2004
803,"Job Change",2005-07-30,1,"Melbourne",2005
808,"Expatriates",2006-07-01,1,"Other",2006
811,"Integrated Systems and Risk",2014-11-16,1,"Brisbane",2014
815,"ANZ Planning",2017-08-11,1,"Melbourne",2017
817,"Engineering",2006-11-02,1,"Brisbane",2006
820,"Operational Advancement",2013-09-01,1,"Melbourne",2013
821,"Regional Quality",2010-09-01,1,"Melbourne",2010
822,"Glass Technology",2006-07-10,1,"Melbourne",2006
825,"Integrated Systems and Risk",2014-11-26,1,"Melbourne",2014
827,"Business Services Melbourne",2014-07-23,1,"Melbourne",2014
832,"Inspection & Packaging",2008-05-01,1,"Sydney",2008
842,"Commercial Projects",2015-07-12,1,"Melbourne",2015
843,"O-I Australia",2017-02-18,1,"Melbourne",2017
844,"Inspection & Packaging",2002-01-19,1,"Adelaide",2002
845,"Engineering",2013-10-15,1,"Adelaide",2013
848,"Integrated Systems & Risk",2014-09-12,1,"Adelaide",2014
855,"Engineering Services",2008-03-15,1,"Melbourne",2008
859,"Engineering",2003-02-01,1,"Adelaide",2003
860,"Customer Services",2010-05-01,1,"Melbourne",2010
861,"Mould Repair",2007-12-15,1,"Melbourne",2007
866,"Distribution - South Australia",2007-11-03,1,"Adelaide",2007
868,"Customer Services",2008-10-11,1,"Melbourne",2008
869,"Regional Quality",2015-08-01,1,"Brisbane",2015
871,"Human Resources O-I Asia Pacific",2013-08-01,1,"Melbourne",2013
875,"Risk Management",2010-07-31,1,"Melbourne",2010
877,"Plant Procurement",2001-12-01,1,"Melbourne",2001
879,"Facilities Engineering",2009-03-17,1,"Melbourne",2009
880,"Plant Engineering",2009-07-02,1,"Melbourne",2009
881,"Customer Technical Services",2002-07-27,1,"Brisbane",2002
883,"Plant Reliability",2014-09-10,1,"Adelaide",2014
884,"Forming-Job Change",2005-12-10,1,"Brisbane",2005
885,"Cold End A Shift",2007-08-04,1,"Brisbane",2007
888,"A Shift",2011-07-30,1,"Adelaide",2011
890,"Manufacturing",2003-07-02,1,"Brisbane",2003
893,"Human Resources",2003-01-01,1,"Melbourne",2003
897,"Integrated Systems and Risk",2014-07-19,1,"Melbourne",2014
900,"Technical Advancement",2009-10-31,1,"Melbourne",2009
902,"Mould Repair",2013-08-01,1,"Brisbane",2013
903,"Engineering",2005-10-29,1,"Sydney",2005
911,"Plant Engineering",2015-10-03,1,"Melbourne",2015
919,"Adelaide Plant",2018-12-15,1,"Adelaide",2018
920,"Regional Quality",2017-02-01,1,"Melbourne",2017
922,"ACI Packaging",2006-01-01,1,"Other",2006
923,"Cold End A Shift",2002-02-01,1,"Brisbane",2002
924,"Business Services",2006-05-06,1,"Brisbane",2006
928,"New Product Development",2011-03-01,1,"Melbourne",2011
930,"ANZ Logistics",2017-10-01,1,"Melbourne",2017
934,"Mechanical Services",2006-11-18,1,"Brisbane",2006
936,"O-I Melbourne Plant",2009-10-24,1,"Melbourne",2009
937,"Engineering",2003-01-21,1,"Adelaide",2003
938,"Regional Quality",2006-11-28,1,"Melbourne",2006
939,"Cullet Business Development",2018-07-02,1,"Melbourne",2018
943,"Mould Design and Draughting",2009-10-10,1,"Melbourne",2009
944,"Expatriates",2014-11-01,1,"Other",2014
947,"C Shift",2012-11-01,1,"Brisbane",2012
948,"Plant Engineering",2005-08-27,1,"Melbourne",2005
949,"Engineering Services",2001-11-17,1,"Melbourne",2001
950,"Commercial Accounting",2014-09-19,1,"Melbourne",2014
951,"Operational Advancement & Capability",2017-12-16,1,"Melbourne",2017
952,"Applications",2016-08-03,1,"Melbourne",2016
953,"Business Services",2007-05-05,1,"Melbourne",2007
954,"Engineering Services",2004-06-26,1,"Melbourne",2004
955,"Distribution",2013-01-01,1,"Melbourne",2013
956,"Distribution - New South Wales",2002-10-12,1,"Sydney",2002
960,"Inspection & Packaging",2007-12-01,1,"Brisbane",2007
962,"UPM",2014-09-11,1,"Adelaide",2014
966,"Monthly Reporting and Planning",2005-11-19,1,"Melbourne",2005
969,"Operational Advancement",2017-07-04,1,"Melbourne",2017
972,"Integrated Systems and Risk",2013-12-21,1,"Melbourne",2013
975,"Product & Mould Design",2013-08-01,1,"Melbourne",2013
978,"Human Resources",2009-06-06,1,"Melbourne",2009
983,"Quantum_Master Data",2018-12-19,1,"Melbourne",2018
985,"Operational Advancement",2017-08-17,1,"Melbourne",2017
986,"Lean Six Sigma",2018-01-01,1,"Melbourne",2018
987,"Procurement",2013-06-15,1,"Melbourne",2013
994,"SAP Basis",2011-08-27,1,"Melbourne",2011
995,"Information Technology",2001-11-17,1,"Melbourne",2001
996,"Human Resources",2006-07-08,1,"Sydney",2006
997,"Human Resources",2010-01-29,1,"Melbourne",2010
998,"C Shift",2001-10-27,1,"Melbourne",2001
999,"Integrated Systems & Risk",2014-09-11,1,"Adelaide",2014
1003,"Procurement",2003-09-01,1,"Melbourne",2003
1006,"Business Services",2004-05-01,1,"Brisbane",2004
1008,"Business Services",2005-05-10,1,"Adelaide",2005
1015,"B Shift",2006-11-02,1,"Melbourne",2006
1021,"D Shift",2005-01-31,1,"Melbourne",2005
1025,"Job Change",2009-10-22,1,"Melbourne",2009
1031,"Forming",2001-12-31,1,"Melbourne",2001
1039,"A Shift",2010-08-02,1,"Melbourne",2010
1041,"A Shift",2005-07-12,1,"Melbourne",2005
1059,"Distribution - Victoria",2001-10-13,1,"Melbourne",2001
1072,"Inspection & Packaging",2013-12-21,1,"Melbourne",2013
1074,"E Shift",2008-08-11,1,"Melbourne",2008
1076,"Engineering Services",2003-06-16,1,"Melbourne",2003
1077,"Plant Procedures & Specifications (ISO)",2006-07-31,1,"Melbourne",2006
1087,"Pack Centre",2014-05-22,1,"Melbourne",2014
1096,"Stores",2017-07-29,1,"Melbourne",2017
1099,"B Shift",2010-05-11,1,"Melbourne",2010
1105,"Cold End Job Change",2018-04-28,1,"Melbourne",2018
1113,"Shift D",2018-05-16,1,"Melbourne",2018
1116,"Mould Repair",2006-05-27,1,"Melbourne",2006
1117,"A Shift",2002-10-23,1,"Melbourne",2002
1118,"Engineering Services",2007-04-23,1,"Melbourne",2007
1119,"B Shift",2007-07-24,1,"Melbourne",2007
1120,"D Shift",2008-08-18,1,"Melbourne",2008
1122,"E Shift",2006-11-20,1,"Melbourne",2006
1125,"Batch & Furnace",2009-10-01,1,"Melbourne",2009
1127,"Batch & Furnace",2005-01-31,1,"Melbourne",2005
1150,"Forming",2004-07-26,1,"Melbourne",2004
1162,"UPM3 A Shift",2013-12-30,1,"Melbourne",2013
1183,"A Shift",2003-11-29,1,"Melbourne",2003
1199,"Mould Repair",2003-04-04,1,"Melbourne",2003
1213,"Integrated Systems and Risk",2014-08-20,1,"Melbourne",2014
1246,"C Shift",2003-01-13,1,"Melbourne",2003
1253,"C Shift",2004-04-30,1,"Melbourne",2004
1274,"C Shift",2007-06-29,1,"Melbourne",2007
1276,"A Shift",2009-01-26,1,"Melbourne",2009
1286,"B Shift",2008-06-20,1,"Melbourne",2008
1297,"Distribution - Victoria",2007-03-03,1,"Melbourne",2007
1300,"Integrates Systems and Risk C Shift",2015-07-30,1,"Melbourne",2015
1303,"A Shift",2008-07-26,1,"Melbourne",2008
1304,"D Shift",2007-03-03,1,"Melbourne",2007
1306,"Engineering Services",2001-09-28,1,"Melbourne",2001
1313,"A Shift",2007-11-10,1,"Melbourne",2007
1323,"D Shift",2008-09-07,1,"Melbourne",2008
1337,"B Shift",2011-08-31,1,"Melbourne",2011
1347,"E Shift",2011-04-09,1,"Melbourne",2011
1354,"A Shift",2003-04-07,1,"Melbourne",2003
1356,"D Shift",2011-10-28,1,"Adelaide",2011
1361,"A Shift",2001-09-11,1,"Adelaide",2001
1362,"Plant Reliability",2014-10-02,1,"Adelaide",2014
1366,"Forming",2008-10-08,1,"Adelaide",2008
1368,"Plant Reliability",2014-10-02,1,"Adelaide",2014
1372,"Batch and Furnace",2003-04-07,1,"Adelaide",2003
1373,"Plant Reliability",2014-10-02,1,"Adelaide",2014
1374,"D Shift",2003-10-15,1,"Adelaide",2003
1375,"A Shift",2011-10-15,1,"Adelaide",2011
1382,"Quality Control",2014-10-02,1,"Adelaide",2014
1383,"B Shift",2002-09-20,1,"Adelaide",2002
1384,"A Shift",2010-01-03,1,"Adelaide",2010
1385,"Mould Repair",2012-11-17,1,"Adelaide",2012
1389,"Inspection & Packaging",2009-08-22,1,"Adelaide",2009
1390,"D Shift",2012-11-13,1,"Adelaide",2012
1393,"Engineering",2003-08-02,1,"Adelaide",2003
1394,"Human Resources",2005-01-22,1,"Adelaide",2005
1397,"Batch and Furnace",2006-11-03,1,"Adelaide",2006
1400,"D Shift",2010-03-06,1,"Adelaide",2010
1402,"Maintenance - Cold End",2001-11-10,1,"Adelaide",2001
1408,"Machine Maintenance",2009-08-01,1,"Adelaide",2009
1411,"Integrated Systems & Risk",2014-09-10,1,"Adelaide",2014
1414,"UPM",2014-04-26,1,"Adelaide",2014
1419,"D Shift",2010-01-21,1,"Adelaide",2010
1424,"E Shift",2010-03-08,1,"Adelaide",2010
1425,"Business Services",2014-10-02,1,"Adelaide",2014
1426,"Engineering",2001-10-27,1,"Adelaide",2001
1431,"Manufacturing",2012-03-14,1,"Sydney",2012
1433,"Maintenance - Cold End",2012-03-24,1,"Adelaide",2012
1434,"E Shift",2001-12-01,1,"Adelaide",2001
1437,"Forming",2007-02-06,1,"Adelaide",2007
1441,"C Shift",2007-11-29,1,"Adelaide",2007
1444,"Inspection & Packaging",2001-03-03,1,"Adelaide",2001
1448,"Forming",2004-11-06,1,"Adelaide",2004
1450,"A Shift",2007-01-20,1,"Adelaide",2007
1452,"Inspection & Packaging",2001-03-03,1,"Adelaide",2001
1454,"Inspection & Packaging",2001-03-03,1,"Adelaide",2001
1456,"Electrical Maintenance",2014-10-02,1,"Adelaide",2014
1457,"B Shift",2014-11-01,1,"Adelaide",2014
1459,"Manufacturing",2007-10-20,1,"Adelaide",2007
1460,"Job Change",2015-04-23,1,"Adelaide",2015
1464,"C Shift",2015-05-01,1,"Adelaide",2015
1466,"C Shift",2014-10-02,1,"Adelaide",2014
1467,"Mould and Machine Maintenance",2014-10-02,1,"Adelaide",2014
1469,"A Shift",2002-02-25,1,"Adelaide",2002
1470,"C Shift",2014-02-21,1,"Adelaide",2014
1474,"Job Change",2014-10-02,1,"Adelaide",2014
1476,"C Shift",2014-10-02,1,"Adelaide",2014
1477,"B Shift",2003-11-07,1,"Adelaide",2003
1478,"Mould and Machine Maintenance",2014-10-15,1,"Adelaide",2014
1480,"Maintenance - Cold End",2011-11-29,1,"Adelaide",2011
1481,"C Shift",2002-01-30,1,"Adelaide",2002
1484,"A Shift",2001-11-16,1,"Adelaide",2001
1486,"C Shift",2002-03-11,1,"Adelaide",2002
1489,"Plant Maintenance",2015-08-29,1,"Adelaide",2015
1490,"Forming",2008-03-28,1,"Adelaide",2008
1491,"Mould and Machine Maintenance",2014-10-02,1,"Adelaide",2014
1494,"C Shift",2002-02-06,1,"Adelaide",2002
1495,"E Shift",2015-04-23,1,"Adelaide",2015
1497,"O-I Brisbane Plant",2017-07-29,1,"Brisbane",2017
1499,"Plant Maintenance",2014-10-02,1,"Adelaide",2014
1501,"D Shift",2015-04-23,1,"Adelaide",2015
1502,"Job Change",2013-10-15,1,"Adelaide",2013
1503,"A Shift",2014-10-15,1,"Adelaide",2014
1506,"C Shift",2004-11-30,1,"Adelaide",2004
1509,"Inspection & Packaging",2001-03-03,1,"Adelaide",2001
1511,"D Shift",2011-06-20,1,"Adelaide",2011
1512,"Engineering",2002-08-30,1,"Adelaide",2002
1514,"Plant Maintenance",2014-10-15,1,"Adelaide",2014
1515,"Electrical Maintenance",2014-10-02,1,"Adelaide",2014
1516,"A Shift",2014-10-02,1,"Adelaide",2014
1518,"Batch and Furnace",2012-01-14,1,"Adelaide",2012
1519,"A Shift",2003-05-30,1,"Adelaide",2003
1520,"D Shift",2003-04-23,1,"Adelaide",2003
1521,"Inspection & Packaging",2008-01-30,1,"Adelaide",2008
1523,"Forming",2005-02-04,1,"Adelaide",2005
1524,"B Shift",2006-09-23,1,"Adelaide",2006
1528,"D Shift",2011-01-01,1,"Adelaide",2011
1529,"E Shift",2010-03-08,1,"Adelaide",2010
1530,"B Shift",2014-11-01,1,"Adelaide",2014
1531,"C Shift",2002-02-25,1,"Adelaide",2002
1533,"Machine Maintenance",2014-10-02,1,"Adelaide",2014
1536,"D Shift",2002-02-25,1,"Adelaide",2002
1537,"C Shift",2007-09-06,1,"Adelaide",2007
1540,"A Shift",2015-04-23,1,"Adelaide",2015
1545,"C Shift",2002-02-08,1,"Adelaide",2002
1547,"Job Change",2001-10-06,1,"Adelaide",2001
1548,"D Shift",2006-06-12,1,"Adelaide",2006
1549,"A Shift",2003-10-13,1,"Adelaide",2003
1551,"Forming",2003-03-07,1,"Adelaide",2003
1554,"B Shift",2010-07-23,1,"Adelaide",2010
1555,"D Shift",2004-07-06,1,"Adelaide",2004
1556,"D Shift",2002-02-25,1,"Adelaide",2002
1559,"D Shift",2010-08-31,1,"Adelaide",2010
1560,"E Shift",2008-02-02,1,"Adelaide",2008
1564,"Distribution - Queensland",2003-02-08,1,"Brisbane",2003
1565,"Cold End C Shift",2006-07-03,1,"Brisbane",2006
1566,"Hot End A Shift",2007-10-22,1,"Brisbane",2007
1567,"C Shift",2012-09-29,1,"Brisbane",2012
1568,"Mould Repair",2007-12-15,1,"Brisbane",2007
1569,"Mould Repair",2014-10-02,1,"Brisbane",2014
1571,"Forming Team",2018-09-18,1,"Brisbane",2018
1572,"D Shift",2009-08-24,1,"Brisbane",2009
1574,"Hot End C Shift",2008-11-09,1,"Brisbane",2008
1578,"C Shift",2011-11-14,1,"Brisbane",2011
1579,"Electrical Services",2017-09-06,1,"Brisbane",2017
1580,"Mechanical Services",2010-05-08,1,"Brisbane",2010
1581,"Forming Maintenance",2002-03-09,1,"Brisbane",2002
1586,"Cold End B Shift",2007-07-11,1,"Brisbane",2007
1588,"Unit Plant QG31",2018-02-18,1,"Brisbane",2018
1589,"Hot End C Shift",2008-12-14,1,"Brisbane",2008
1591,"Mould Repair",2004-07-31,1,"Brisbane",2004
1592,"Mould Repair",2000-04-29,1,"Brisbane",2000
1593,"Electrical Services",2002-03-23,1,"Brisbane",2002
1594,"D Shift",2013-08-02,1,"Brisbane",2013
1596,"D Shift",2014-12-30,1,"Brisbane",2014
1597,"Cold End A Shift",2006-02-13,1,"Brisbane",2006
1599,"A Shift",2012-04-29,1,"Brisbane",2012
1600,"Mould Repair",2013-12-21,1,"Brisbane",2013
1601,"Mould Repair",2004-12-18,1,"Brisbane",2004
1602,"Manufacturing",2008-03-08,1,"Brisbane",2008
1603,"Unit Plant QG12",2017-07-21,1,"Brisbane",2017
1605,"Cold End D Shift",2000-03-30,1,"Brisbane",2000
1606,"Distribution - Queensland",2004-10-06,1,"Brisbane",2004
1607,"B Shift",2016-01-02,1,"Brisbane",2016
1608,"Mechanical Services",2012-10-20,1,"Brisbane",2012
1610,"A Shift",2012-08-31,1,"Brisbane",2012
1611,"B Shift",2012-07-14,1,"Brisbane",2012
1612,"D Shift",2009-05-07,1,"Brisbane",2009
1613,"D Shift",2010-11-13,1,"Brisbane",2010
1614,"Distribution - Queensland",2009-01-01,1,"Brisbane",2009
1618,"Electrical Services",2002-03-02,1,"Brisbane",2002
1619,"Unit Plant QG33",2018-05-01,1,"Brisbane",2018
1624,"A Shift",2011-11-12,1,"Brisbane",2011
1625,"Hot End B Shift",2006-05-27,1,"Brisbane",2006
1626,"Cold End C Shift",2006-08-27,1,"Brisbane",2006
1629,"Hot End A Shift",2005-11-23,1,"Brisbane",2005
1630,"Hot End A Shift",2007-06-23,1,"Brisbane",2007
1631,"Batch & Furnace",2004-07-19,1,"Brisbane",2004
1632,"Hot End E Shift",2001-09-12,1,"Brisbane",2001
1634,"B Shift",2015-01-27,1,"Brisbane",2015
1637,"Inspection & Packaging Engineering",2018-03-16,1,"Brisbane",2018
1639,"Hot End B Shift",2008-08-28,1,"Brisbane",2008
1640,"D Shift",2015-11-16,1,"Brisbane",2015
1641,"Hot End A Shift",2000-07-06,1,"Brisbane",2000
1642,"Distribution - Queensland",2004-07-10,1,"Brisbane",2004
1646,"Business Services",2003-08-09,1,"Brisbane",2003
1647,"Forming Maintenance",2004-01-31,1,"Brisbane",2004
1648,"Electrical Services",2009-01-07,1,"Brisbane",2009
1649,"Electrical Services",2012-08-21,1,"Brisbane",2012
1650,"Hot End C Shift",2008-05-13,1,"Brisbane",2008
1652,"Batch & Furnace",2007-09-22,1,"Brisbane",2007
1653,"Mould Repair",2008-08-30,1,"Brisbane",2008
1654,"Hot End E Shift",2007-02-08,1,"Brisbane",2007
1657,"Batch & Furnace",2010-10-23,1,"Brisbane",2010
1658,"Mechanical Services",2007-10-27,1,"Brisbane",2007
1661,"Electrical Services",2006-07-15,1,"Brisbane",2006
1663,"Inspection & Packaging",2002-12-21,1,"Brisbane",2002
1665,"Mould Repair",2001-12-25,1,"Brisbane",2001
1666,"Mould Repair",2010-03-06,1,"Brisbane",2010
1668,"Unit Plant QG31",2018-09-22,1,"Brisbane",2018
1670,"Manufacturing",2003-03-30,1,"Brisbane",2003
1677,"Hot End C Shift",2003-08-09,1,"Brisbane",2003
1680,"D Shift",2013-08-07,1,"Brisbane",2013
1681,"Distribution - Queensland",2003-11-24,1,"Brisbane",2003
1683,"IS Repair",2018-07-07,1,"Brisbane",2018
1684,"Forming Maintenance",2017-01-21,1,"Brisbane",2017
1686,"B Shift",2010-05-15,1,"Brisbane",2010
1687,"Batch & Furnace",2007-07-14,1,"Brisbane",2007
1688,"Mould Repair",2000-07-22,1,"Brisbane",2000
1691,"Cold End D Shift",2000-04-15,1,"Brisbane",2000
1694,"Hot End C Shift",2000-12-22,1,"Brisbane",2000
1695,"Hot End B Shift",2007-02-17,1,"Brisbane",2007
1697,"Batch & Furnace",2006-09-30,1,"Brisbane",2006
1698,"Hot End C Shift",2005-07-06,1,"Brisbane",2005
1700,"Mechanical Services",2001-12-08,1,"Brisbane",2001
1701,"Cold End C Shift",2000-09-01,1,"Brisbane",2000
1704,"Hot End B Shift",2006-03-29,1,"Brisbane",2006
1705,"Hot End E Shift",2008-05-26,1,"Brisbane",2008
1707,"Plant Mechanical Maintenance",2017-01-21,1,"Brisbane",2017
1709,"Hot End D Shift",2004-02-23,1,"Brisbane",2004
1711,"Mould Repair",2003-01-05,1,"Brisbane",2003
1712,"Mould Repair",2012-08-04,1,"Brisbane",2012
1715,"Mechanical Services",2012-11-23,1,"Brisbane",2012
1717,"Hot End C Shift",2007-07-05,1,"Brisbane",2007
1718,"Inspection and Packaging",2018-07-10,1,"Brisbane",2018
1719,"Hot End E Shift",2007-07-02,1,"Brisbane",2007
1722,"Inspection & Packaging",2005-05-04,1,"Brisbane",2005
1723,"Cold End E Shift",2000-05-22,1,"Brisbane",2000
1724,"Forming Maintenance",2004-09-29,1,"Brisbane",2004
1725,"Cold End C Shift",2005-06-03,1,"Brisbane",2005
1726,"Cold End D Shift",2000-04-15,1,"Brisbane",2000
1730,"Integrated Systems and Risk",2014-04-16,1,"Brisbane",2014
1732,"Customer Technical Services",2011-08-06,1,"Brisbane",2011
1733,"Cold End C Shift",2000-05-22,1,"Brisbane",2000
1736,"Hot End B Shift",2008-01-21,1,"Brisbane",2008
1737,"Unit Plant QG31",2018-02-19,1,"Brisbane",2018
1740,"Electrical Services",2011-08-22,1,"Brisbane",2011
1741,"Mechanical Services",2011-09-03,1,"Brisbane",2011
1743,"Mechanical Services",2012-07-28,1,"Brisbane",2012
1744,"Electrical Services",2017-11-02,1,"Brisbane",2017
1745,"Mould Repair",2002-03-09,1,"Brisbane",2002
1749,"Human Resources",2002-10-01,1,"Melbourne",2002
1751,"IT Operations",2014-10-01,1,"Melbourne",2014
1752,"Occupational Health & Safety",2002-05-17,1,"Adelaide",2002
1756,"Forming Engineering",2011-07-02,1,"Melbourne",2011
1759,"Expatriates",2008-01-01,1,"Other",2008
1768,"C Shift",2013-11-13,1,"Sydney",2013
1770,"Cold End A Shift",2000-05-22,1,"Brisbane",2000
1771,"Cold End B Shift",2000-05-22,1,"Brisbane",2000
1772,"Cold End D Shift",2000-10-11,1,"Brisbane",2000
1774,"Operational Advancement",2010-12-02,1,"Melbourne",2010
1778,"Mould and Machine Maintenance",2014-10-02,1,"Adelaide",2014
1781,"Batch & Furnace",2005-11-01,1,"Brisbane",2005
1783,"AUDIT",2013-11-13,1,"Sydney",2013
1792,"C Shift",2007-03-26,1,"Melbourne",2007
1793,"D Shift",2010-12-23,1,"Melbourne",2010
1797,"Production Engineering",2007-03-05,1,"Melbourne",2007
1799,"Plant Procedures & Specifications (ISO)",2005-01-11,1,"Melbourne",2005
1803,"Forming",2002-06-01,1,"Adelaide",2002
1804,"Mechanical Engineering",2009-09-19,1,"Adelaide",2009
1806,"Forming",2004-04-10,1,"Sydney",2004
1808,"Engineering",2004-01-24,1,"Sydney",2004
1809,"Engineering",2004-01-24,1,"Sydney",2004
1812,"Mould and Machine Maintenance",2014-10-15,1,"Adelaide",2014
1816,"National Planning",2012-05-02,1,"Melbourne",2012
1817,"Cold End B Shift",2000-04-15,1,"Brisbane",2000
1821,"Customer Services",2007-08-11,1,"Melbourne",2007
1828,"Forming Job Change",2008-04-05,1,"Sydney",2008
1829,"A Shift",2013-11-12,1,"Sydney",2013
1837,"Mould Repair",2000-04-06,1,"Brisbane",2000
1838,"Marketing",2003-07-05,1,"Melbourne",2003
1839,"Sales NSW",2006-12-02,1,"Sydney",2006
1840,"Business Services",2004-10-27,1,"Melbourne",2004
1849,"Cold End Job Change",2004-10-16,1,"Sydney",2004
1850,"Business Services",2003-07-05,1,"Melbourne",2003
1853,"Machine Maintenance",2004-10-22,1,"Sydney",2004
1855,"C Shift",2013-11-13,1,"Sydney",2013
1857,"Occupational Health & Safety",2003-02-01,1,"Brisbane",2003
1860,"Mould Repair",2016-04-09,1,"Brisbane",2016
1867,"Shift A",2018-12-21,1,"Melbourne",2018
1869,"B Shift",2012-03-09,1,"Melbourne",2012
1872,"D Shift",2000-09-17,1,"Melbourne",2000
1873,"B Shift",2000-09-18,1,"Melbourne",2000
1877,"Distribution - Queensland",2004-10-27,1,"Brisbane",2004
1879,"Cold End D Shift",2008-08-15,1,"Brisbane",2008
1885,"Plant Procedures & Specifications (ISO)",2002-08-10,1,"Melbourne",2002
1891,"Information Technology",2005-12-24,1,"Melbourne",2005
1894,"Applications",2008-01-26,1,"Melbourne",2008
1896,"C Shift",2006-04-28,1,"Adelaide",2006
1897,"Forming",2002-02-07,1,"Adelaide",2002
1898,"E Shift",2012-09-11,1,"Melbourne",2012
1903,"E Shift",2015-07-09,1,"Adelaide",2015
1904,"Commercial Accounting",2006-07-20,1,"Melbourne",2006
1910,"ACI Glass Packaging Perth",2003-07-01,1,"Other",2003
1911,"A Shift",2005-09-12,1,"Sydney",2005
1912,"Supply Chain",2002-05-11,1,"Melbourne",2002
1917,"Plant Procedures & Specifications (ISO)",2002-08-31,1,"Sydney",2002
1921,"Plant Engineering",2015-10-03,1,"Adelaide",2015
1924,"Distribution - Western Australia",2013-07-13,1,"Other",2013
1928,"",2016-01-01,1,"Melbourne",2016
1930,"Continuous Improvement",2017-12-16,1,"Melbourne",2017
1932,"Expatriates",2015-09-02,1,"Melbourne",2015
1933,"",2012-07-02,1,"Melbourne",2012
1935,"Job Change",2009-09-26,1,"Melbourne",2009
1937,"C Shift",2005-04-13,1,"Melbourne",2005
1939,"Expatriates",2001-07-14,1,"Other",2001
1940,"Expatriates",2010-12-02,1,"Other",2010
1942,"Procurement",2005-04-02,1,"Melbourne",2005
1954,"B Shift",2004-11-06,1,"Sydney",2004
1957,"Business Services",2002-12-28,1,"Melbourne",2002
1958,"Human Resources - Glass",2002-10-05,1,"Melbourne",2002
1964,"National Planning",2014-03-01,1,"Melbourne",2014
1966,"Machine Maintenance",2003-12-20,1,"Other",2003
1968,"Applications",2011-09-17,1,"Melbourne",2011
1971,"Batch and Furnace",2003-03-27,1,"Adelaide",2003
1975,"D Shift",2004-03-30,1,"Sydney",2004
1978,"Mould Repair",2005-01-29,1,"Brisbane",2005
1980,"Infrastructure",2008-08-02,1,"Melbourne",2008
1981,"Plant Mechanical Sydney",2013-11-13,1,"Sydney",2013
1982,"Sales & Marketing",2008-01-01,1,"Melbourne",2008
1985,"Distribution - Victoria",2007-07-03,1,"Melbourne",2007
1987,"Commercial",2008-03-29,1,"Melbourne",2008
1988,"Batch & Furnace",2006-01-02,1,"Brisbane",2006
1989,"Engineering",2003-12-13,1,"Other",2003
1990,"A Shift",2003-07-03,1,"Sydney",2003
1992,"Engineering",2005-01-22,1,"Sydney",2005
1994,"C Shift",2009-08-18,1,"Sydney",2009
1995,"Business Services",2001-12-01,1,"Melbourne",2001
1998,"Expatriates",2004-05-21,1,"Other",2004
2006,"Sales",2003-05-03,1,"Sydney",2003
2007,"Information Technology",2001-09-08,1,"Melbourne",2001
2012,"Mould Repair",2006-05-27,1,"Melbourne",2006
2013,"Business Services",2002-03-06,1,"Melbourne",2002
2015,"EHS & Risk",2015-02-06,1,"Adelaide",2015
2019,"Business Services",2004-11-20,1,"Melbourne",2004
2020,"Sales & Marketing",2010-07-03,1,"Melbourne",2010
