Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr code,Cost Center,Organizational Unit,Date,Turnover,TurnABS
90002873,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 14 Shift C,9/09/2015,-1,1
90002874,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10490,JKT Manufacturing Su,Manufacturing Process Capability Program,15/10/2018,-1,1
90002876,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,19/03/2012,-1,1
90002879,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Plant Engineering,1/04/2008,-1,1
90002881,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Mechanical Engineering,1/05/2009,-1,1
90002882,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""C"" Shift Cold End",17/02/2011,-1,1
90002883,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Plant Electrical,1/04/2004,-1,1
90002887,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Plant Electrical,1/02/2002,-1,1
90002888,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Logistics,1/05/2003,-1,1
90002889,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10140,JKT Job Change,Job Change,22/06/2019,-1,1
90002893,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10490,JKT Manufacturing Su,Manufacturing Process Capability Program,16/01/2015,-1,1
90002895,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Engineering,1/12/2005,-1,1
90002896,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/11/2002,-1,1
90002898,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/04/2002,-1,1
90002902,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Purchasing,13/08/2016,-1,1
90002903,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Purchasing,1/03/2003,-1,1
90002904,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Logistics,1/04/2003,-1,1
90002905,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""A"" Shift Hot End",11/01/2013,-1,1
90002906,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Logistics,1/04/2007,-1,1
90002907,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Logistics,1/04/2003,-1,1
90002908,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/03/2003,-1,1
90002911,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""B"" Shift Hot End",13/05/2010,-1,1
90002912,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,,,"""A"" Shift Hot End",22/12/2006,-1,1
90002913,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/05/2003,-1,1
90002915,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/04/2006,-1,1
90002917,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Wages,10130,JKT Forming,B' Shift - Forming,12/04/2003,-1,1
90002918,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,B' Shift - Forming,1/05/2003,-1,1
90002919,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10140,JKT Job Change,Unit Plant 2,22/06/2019,-1,1
90002920,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,B' Shift - Forming,1/09/2003,-1,1
90002921,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10140,JKT Job Change,Job Change,26/08/2013,-1,1
90002922,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/03/2005,-1,1
90002923,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/03/2004,-1,1
90002924,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Forming,1/12/2013,-1,1
90002925,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,D' Shift - Forming,14/05/2004,-1,1
90002926,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,8/10/2008,-1,1
90002928,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,19/06/2004,-1,1
90002929,Termination (HR checklist),Illness / Disability,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Wages,10260,JKT Plant Reliabilty,Mechanical Engineering,1/09/2007,-1,1
90002931,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,1/06/2006,-1,1
90002932,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,D' Shift - Forming,14/04/2006,-1,1
90002933,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/02/2005,-1,1
90002936,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/04/2007,-1,1
90002938,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Cold End Support,1/05/2005,-1,1
90002939,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,B' Shift - Forming,1/04/2005,-1,1
90002940,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,15/10/2011,-1,1
90002942,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Line 24 Shift C,1/12/2016,-1,1
90002943,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,8/11/2006,-1,1
90002944,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/07/2006,-1,1
90002946,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"Shift Operation ""D""",1/12/2016,-1,1
90002948,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/11/2005,-1,1
90002949,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/03/2006,-1,1
90002951,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,22/10/2007,-1,1
90002954,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/01/2007,-1,1
90002957,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,B' Shift - Forming,1/11/2005,-1,1
90002958,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Mechanical Engineering,1/09/2018,-1,1
90002959,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electronic,8/05/2006,-1,1
90002963,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,15/09/2006,-1,1
90002964,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,24/09/2010,-1,1
90002965,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Machine Maintenance,18/01/2012,-1,1
90002969,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/07/2012,-1,1
90002970,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,16/01/2007,-1,1
90002971,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/10/2009,-1,1
90002973,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""A"" Shift Hot End",1/08/2006,-1,1
90002974,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,16/11/2007,-1,1
90002975,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,28/06/2019,-1,1
90002976,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""D"" Shift Hot End",1/11/2012,-1,1
90002979,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/02/2015,-1,1
90002980,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electronic,13/09/2007,-1,1
90002981,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,5/04/2014,-1,1
90002982,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,13/09/2007,-1,1
90002983,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Wages,10260,JKT Plant Reliabilty,Mechanical Engineering,1/02/2007,-1,1
90002984,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/01/2014,-1,1
90002986,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Machine Maintenance,1/04/2007,-1,1
90002988,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""C"" Shift Hot End",24/01/2007,-1,1
90002989,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""A"" Shift Hot End",1/12/2007,-1,1
90002992,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Forming Development,8/04/2010,-1,1
90002993,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10100,JKT Batch,Batch & Furnace,1/07/2007,-1,1
90002994,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10100,JKT Batch,Batch & Furnace,1/09/2007,-1,1
90002995,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/05/2008,-1,1
90002996,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,8/05/2011,-1,1
90002997,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10100,JKT Batch,Batch & Furnace,4/08/2007,-1,1
90002998,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,28/03/2017,-1,1
90003000,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 21 Shift A,11/07/2015,-1,1
90003002,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/11/2007,-1,1
90003003,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,1/11/2007,-1,1
90003006,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,1/07/2009,-1,1
90003007,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Machine Maintenance,1/03/2008,-1,1
90003008,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/09/2008,-1,1
90003009,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,20/01/2008,-1,1
90003010,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/02/2018,-1,1
90003012,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""D"" Shift Hot End",10/06/2008,-1,1
90003019,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10100,JKT Batch,Batch & Furnace,4/07/2017,-1,1
90003021,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/10/2011,-1,1
90003022,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Machine Maintenance,24/06/2019,-1,1
90003023,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/09/2008,-1,1
90003024,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Distribution,5/08/2016,-1,1
90003025,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,"""C"" Shift Hot End",1/10/2008,-1,1
90003026,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""D"" Shift Hot End",1/10/2008,-1,1
90003027,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/10/2008,-1,1
90003028,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Production Planning Inventory Control,28/06/2016,-1,1
90003029,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Planning,1/07/2019,-1,1
90003030,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Purchasing,1/07/2013,-1,1
90003031,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Production Planning Inventory Control,1/05/2010,-1,1
90003032,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""C"" Shift Hot End",1/03/2009,-1,1
90003033,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""C"" Shift Hot End",20/04/2011,-1,1
90003034,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/02/2011,-1,1
90003035,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Machine Maintenance,13/05/2010,-1,1
90003036,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/02/2010,-1,1
90003037,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/12/2018,-1,1
90003038,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Unit Plant 2,18/07/2015,-1,1
90003039,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,15/12/2010,-1,1
90003040,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/12/2009,-1,1
90003041,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,8/07/2010,-1,1
90003042,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10230,JKT Maintenance-Elec,Electrical,1/08/2011,-1,1
90003043,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10110,JKT Melt,Batch & Furnace,8/10/2009,-1,1
