Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Integrates Systems and Risk E Shift,1/07/2013,6/07/2014,,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Pack Centre,1/07/2013,6/07/2014,,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Pack Centre,1/07/2013,6/07/2014,,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Pack Centre,7/07/2014,5/07/2015,,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Integrates Systems and Risk E Shift,7/07/2014,5/07/2015,,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Integrates Systems and Risk E Shift,6/07/2015,1/07/2018,,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift E,6/07/2015,1/07/2018,Manufacturing & Engineering,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift E,2/07/2018,6/01/2019,Manufacturing & Engineering,G2 General Plant Operator,20/09/2010
00002970,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift E,7/01/2019,31/12/9999,Manufacturing & Engineering,G2 General Plant Operator,20/09/2010
00002971,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7005,MEL Shift 5,UPM4 E Shift,7/08/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,7/08/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,7/08/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,7/07/2014,5/07/2015,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,6/07/2015,1/01/2017,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,2/01/2017,2/07/2017,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,3/07/2017,1/07/2018,,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,Shift E,3/07/2017,1/07/2018,Manufacturing & Engineering,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,Shift E,2/07/2018,6/01/2019,Manufacturing & Engineering,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,Shift E,7/01/2019,31/12/9999,Manufacturing & Engineering,G3 Trainee Multi Skilled Operator,20/09/2010
00002971,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,Shift D,7/01/2019,31/12/9999,Manufacturing & Engineering,G3 Trainee Multi Skilled Operator,20/09/2010
00002972,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7002,MEL Shift 2,UPM3 B Shift,27/09/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,UPM3 B Shift,27/09/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,UPM3 B Shift,27/09/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,UPM3 B Shift,7/07/2014,5/07/2015,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,UPM3 B Shift,6/07/2015,1/01/2017,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,UPM3 B Shift,2/01/2017,2/07/2017,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,UPM3 B Shift,3/07/2017,1/07/2018,,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,Shift B,3/07/2017,1/07/2018,Manufacturing & Engineering,G3 Trainee Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,Shift B,3/07/2017,1/07/2018,Manufacturing & Engineering,G4 Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,Shift B,2/07/2018,6/01/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,27/09/2010
00002972,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7813,MEL MB33 MachineLine,Shift B,7/01/2019,31/12/9999,Manufacturing & Engineering,G4 Multi Skilled Operator,27/09/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7002,MEL Shift 2,UPM3 B Shift,1/07/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,1/07/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,7/07/2014,17/07/2014,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,18/07/2014,5/07/2015,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,6/07/2015,1/01/2017,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,2/01/2017,2/07/2017,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,2/01/2017,2/07/2017,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 B Shift,3/07/2017,1/07/2018,,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift B,3/07/2017,1/07/2018,Manufacturing & Engineering,G3 Trainee Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift B,3/07/2017,1/07/2018,Manufacturing & Engineering,G4 Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift B,2/07/2018,6/01/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,4/10/2010
00002973,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift B,7/01/2019,31/12/9999,Manufacturing & Engineering,G4 Multi Skilled Operator,4/10/2010
00002978,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7290,MEL HR & Training,Human Resources,21/09/2010,31/01/2017,,Employee Development Manager,20/09/2010
00002978,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Human Resources,21/09/2010,31/01/2017,,Employee Development Manager,20/09/2010
00002978,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,Human Resources O-I Asia Pacific,1/02/2017,10/10/2017,,Employee Relations Manager,20/09/2010
00002978,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,Human Resources Business Partnering,1/02/2017,10/10/2017,Human Resources,Employee Relations Manager,20/09/2010
00002979,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7260,MEL Plant Reliabilit,Plant Reliability,1/06/2013,31/10/2015,,Reliability Manager,4/10/2010
00002979,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7220,MEL Maint - General,Plant Reliability,1/06/2013,31/10/2015,,Plant Reliability Manager,4/10/2010
00002979,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7060,MEL Integrated Syste,Integrated Systems and Risk,1/11/2015,31/12/2015,,Shift Manager,4/10/2010
00002979,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7060,MEL Integrated Syste,Integrated Systems and Risk,1/01/2016,30/09/2017,,Shift Manager,4/10/2010
00002979,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7060,MEL Integrated Syste,Shift B,1/01/2016,30/09/2017,Manufacturing & Engineering,Shift Manager,4/10/2010
00002979,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7060,MEL Integrated Syste,Shift B,1/10/2017,31/12/9999,Manufacturing & Engineering,Shift Manager,4/10/2010
00002979,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7030,MEL Unit PlntMrg MB4,Shift B,1/10/2017,31/12/9999,Manufacturing & Engineering,Shift Manager,4/10/2010
00002981,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7260,MEL Plant Reliabilit,Engineering Services,4/10/2010,4/05/2014,,Process Control Engineer,4/10/2010
00002981,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Plant Reliability,4/10/2010,4/05/2014,,Process Control Engineer,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,Production Support,5/05/2014,14/12/2014,,Pack Centre Manager,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,Pack Centre,5/05/2014,14/12/2014,,Pack Centre Manager,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Pack Centre,5/05/2014,14/12/2014,,Pack Centre Manager,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7140,MEL Job Change,Job Change,15/12/2014,31/07/2018,,Cold End Job Change and Inspection Coord,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7140,MEL Job Change,Production Support,15/12/2014,31/07/2018,,Cold End Job Change and Inspection Coord,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Production Support,15/12/2014,31/07/2018,,Cold End Job Change and Inspection Coord,4/10/2010
00002981,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Cold End Job Change,15/12/2014,31/07/2018,Manufacturing & Engineering,Cold End Job Change and Inspection Coord,4/10/2010
00002981,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Cold End Job Change,1/08/2018,8/11/2018,Manufacturing & Engineering,Cold End Manager,4/10/2010
00002983,Promotion,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,30/11/2012,6/07/2014,,MECHANIC,1/11/2010
00002983,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,7/07/2014,19/04/2015,,MECHANIC,1/11/2010
00002983,Promotion,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,20/04/2015,5/07/2015,Manufacturing & Engineering,MECHANIC,1/11/2010
00002983,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,6/07/2015,3/07/2016,Manufacturing & Engineering,MECHANIC,1/11/2010
00002983,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,4/07/2016,2/07/2017,Manufacturing & Engineering,MECHANIC,1/11/2010
00002983,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,3/07/2017,1/07/2018,Manufacturing & Engineering,MECHANIC,1/11/2010
00002983,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,2/07/2018,17/02/2019,Manufacturing & Engineering,MECHANIC,1/11/2010
00002983,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,18/02/2019,31/12/9999,Manufacturing & Engineering,MECHANIC,1/11/2010
00002984,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7330,MEL Procurement,Business Services,1/03/2013,30/08/2017,,Procurement and Store Coordinator,25/10/2010
00002984,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,1/03/2013,30/08/2017,,Procurement and Store Coordinator,25/10/2010
00002984,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7330,MEL Procurement,Business Services Melbourne,1/03/2013,30/08/2017,,Procurement and Store Coordinator,25/10/2010
00002984,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7330,MEL Procurement,Stores,1/03/2013,30/08/2017,Supply Chain,Procurement and Store Coordinator,25/10/2010
00002984,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7220,MEL Maint - General,Plant Reliability,31/08/2017,31/12/9999,Manufacturing & Engineering,Stores Controller,25/10/2010
00002985,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9300,SYD Business Service,Business Services,25/10/2010,29/02/2016,,Stores Controller,25/10/2010
00002985,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9120,SYD Forming Services,B Shift,1/03/2016,31/12/2017,,Shift Manager (B) - Penrith,25/10/2010
00002985,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,B Shift,1/03/2016,31/12/2017,,Shift Manager (B) - Penrith,25/10/2010
00002985,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,B Shift,1/03/2016,31/12/2017,,Shift Manager (B) - Penrith,25/10/2010
00002985,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,E Shift,1/03/2016,31/12/2017,Manufacturing & Engineering,Shift Manager (B) - Penrith,25/10/2010
00002985,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,B Shift,1/03/2016,31/12/2017,Manufacturing & Engineering,Shift Manager (B) - Penrith,25/10/2010
00002985,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9030,SYD Unit PlntMrg SP3,Production Line Management 1,1/01/2018,10/02/2019,Manufacturing & Engineering,Shift Manager / FMU / Quality Coverage,25/10/2010
00002985,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,Production Line Management 1,1/01/2018,10/02/2019,Manufacturing & Engineering,Shift Manager / FMU / Quality Coverage,25/10/2010
00002985,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9060,SYD Integrated Syste,C Shift,11/02/2019,31/12/9999,Manufacturing & Engineering,Shift Manager (C),25/10/2010
00002985,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,C Shift,11/02/2019,31/12/9999,Manufacturing & Engineering,Shift Manager (C),25/10/2010
00002988,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,O-I Brisbane Plant,27/05/2013,31/01/2014,,Black Belt,29/11/2010
00002988,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,Integrated Systems and Risk,1/02/2014,10/08/2014,,Energy and Environment Coordinator,29/11/2010
00002988,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6030,BNE Unit PlntMrg QG3,UPM QG3,11/08/2014,28/02/2017,,Line Manager QG32,29/11/2010
00002988,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,11/08/2014,28/02/2017,,Line Manager QG15,29/11/2010
00002988,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6060,BNE Integrated Syste,Unit Plant QG1,1/03/2017,8/08/2017,,Shift Manager D,29/11/2010
00002988,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6060,BNE Integrated Syste,Unit Plant QG3,1/03/2017,8/08/2017,Manufacturing & Engineering,Shift Manager D,29/11/2010
00002990,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,6/12/2010,8/08/2014,,HR and Training Administrator,6/12/2010
00002991,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4375,AU Sales & Marketing,Food & NAB Segment,1/05/2011,31/03/2014,,Business Manager FOOD & NAB,6/12/2010
00002991,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4375,AU Sales & Marketing,Food & NAB Segment,1/04/2014,29/02/2016,,Business Manager FOOD & NAB,6/12/2010
00002991,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/03/2016,30/04/2017,,Key Account Director,6/12/2010
00002991,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/05/2017,31/01/2019,Commercial,Category Sales Director Wine,6/12/2010
00002991,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4375,AU Sales & Marketing,Wine Segment,1/05/2017,31/01/2019,Commercial,Category Sales Director Wine,6/12/2010
00002991,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4375,AU Sales & Marketing,Wine Segment,1/05/2017,31/01/2019,Commercial,Category Sales Director,6/12/2010
00002991,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Wine Segment,1/02/2019,31/12/9999,Commercial,Category Sales Director,6/12/2010
00002993,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Corporate Accounting,3/10/2013,31/12/2014,,Corporate Accountant,8/12/2010
00002993,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,1/01/2015,3/04/2016,,Operations Accountant,8/12/2010
00002993,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Commercial Accounting,1/01/2015,3/04/2016,,Operations Accountant,8/12/2010
00002993,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Corporate Accounting,4/04/2016,31/12/2017,,Tax & treasury Analyst,8/12/2010
00002993,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Tax and Treasury,4/04/2016,31/12/2017,Finance,Tax & treasury Analyst,8/12/2010
00002993,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Tax and Treasury,1/01/2018,31/10/2018,Finance,Tax & treasury Analyst,8/12/2010
00002993,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Tax and Treasury,1/11/2018,31/12/9999,Finance,Tax & Treasury Analyst,8/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,Stock Control,7/07/2013,6/07/2014,,GENERAL PLANT OPERATOR,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,AUDIT,7/07/2013,6/07/2014,,AUDIT,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,AUDIT,7/07/2014,5/07/2015,,AUDIT,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,AUDIT,7/07/2014,5/07/2015,,AUDIT,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,AUDIT,6/07/2015,1/01/2017,,AUDIT,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,AUDIT,2/01/2017,23/04/2017,,AUDIT,13/12/2010
00002996,Promotion,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,C Shift,24/04/2017,2/07/2017,,General Plant Operator,13/12/2010
00002996,Promotion,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,C Shift,24/04/2017,2/07/2017,Manufacturing & Engineering,General Plant Operator,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,C Shift,3/07/2017,1/07/2018,Manufacturing & Engineering,General Plant Operator,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,C Shift,2/07/2018,6/01/2019,Manufacturing & Engineering,General Plant Operator,13/12/2010
00002996,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,C Shift,7/01/2019,31/12/9999,Manufacturing & Engineering,General Plant Operator,13/12/2010
00003001,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7004,MEL Shift 4,UPM4 D Shift,2/10/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,10/01/2011
00003001,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 D Shift,2/10/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,10/01/2011
00003001,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 D Shift,2/10/2013,6/07/2014,,G3 Trainee Multi Skilled Operator,10/01/2011
