Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,4/08/2013,2/08/2014,,Raw Material Operator,12/03/1987
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,3/08/2014,1/08/2015,,Raw Material Operator,12/03/1987
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,2/08/2015,31/07/2016,,Raw Material Operator,12/03/1987
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2016,31/07/2017,,Raw Material Operator,12/03/1987
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2017,31/07/2018,,Raw Material Operator,12/03/1987
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2017,31/07/2018,Manufacturing & Engineering,Raw Material Operator,12/03/1987
10000002,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,1/08/2018,31/12/9999,Manufacturing & Engineering,Raw Material Operator,12/03/1987
10000003,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Flexible Manufacturing Unit,1/05/2006,31/12/9999,,Line Manager,31/07/1995
10000003,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Unit Plant Management,1/05/2006,31/12/9999,,Line Manager,31/07/1995
10000003,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Unit Plant Management,1/05/2006,31/12/9999,Manufacturing & Engineering,Line Manager,31/07/1995
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,4/08/2013,2/08/2014,,Forming Services Fitter,6/07/1977
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,3/08/2014,1/08/2015,,Forming Services Fitter,6/07/1977
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,2/08/2015,31/07/2016,,Forming Services Fitter,6/07/1977
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2016,31/07/2017,,Forming Services Fitter,6/07/1977
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,,Forming Services Fitter,6/07/1977
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,Manufacturing & Engineering,Forming Services Fitter,6/07/1977
10000009,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2018,31/12/9999,Manufacturing & Engineering,Forming Services Fitter,6/07/1977
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,4/08/2013,2/08/2014,,Waremaker Non Staff Foreman,8/06/1987
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,3/08/2014,1/08/2015,,Waremaker Non Staff Foreman,8/06/1987
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,2/08/2015,31/07/2016,,Waremaker Non Staff Foreman,8/06/1987
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2016,31/07/2017,,Waremaker Non Staff Foreman,8/06/1987
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2017,31/07/2018,,Waremaker Non Staff Foreman,8/06/1987
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Waremaker/Forming Co-ordinator,8/06/1987
10000011,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Waremaker/Forming Co-ordinator,8/06/1987
10000012,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,4/08/2013,2/08/2014,,Waremaker,26/05/1997
10000012,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,3/08/2014,1/08/2015,,Waremaker,26/05/1997
10000012,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,2/08/2015,31/07/2016,,Waremaker,26/05/1997
10000012,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,1/08/2016,23/08/2016,,Waremaker,26/05/1997
10000012,Rehire,Fill vacancy,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products A Shift,8/05/2017,9/07/2017,,Multi-Skilled Operator Trainee,8/05/2017
10000012,Promotion,No reason specified,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,10/07/2017,31/07/2017,Manufacturing & Engineering,Waremaker,8/05/2017
10000012,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Waremaker,8/05/2017
10000012,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Waremaker,8/05/2017
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,4/08/2013,2/08/2014,,Forming Services Fitter,4/02/1981
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,3/08/2014,1/08/2015,,Forming Services Fitter,4/02/1981
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,2/08/2015,31/07/2016,,Forming Services Fitter,4/02/1981
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2016,31/07/2017,,Forming Services Fitter,4/02/1981
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,,Forming Services Fitter,4/02/1981
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,Manufacturing & Engineering,Forming Services Fitter,4/02/1981
10000013,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2018,31/12/9999,Manufacturing & Engineering,Forming Services Fitter,4/02/1981
10000016,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Flexible Manufacturing Unit,1/03/2013,6/04/2018,,Line Manager,31/03/1993
10000016,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1270,NZ Manufacturing,Unit Plant Management,1/03/2013,6/04/2018,,Line Manager,31/03/1993
10000016,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,1/03/2013,6/04/2018,,Forming Specialist,31/03/1993
10000016,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Staff,New Zealand Day,1120,NZ Forming Services,Forming,1/03/2013,6/04/2018,Manufacturing & Engineering,Forming Specialist,31/03/1993
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,4/08/2013,2/08/2014,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,3/08/2014,1/08/2015,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical,2/08/2015,31/07/2016,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1230,NZ Maint - Elec Plan,Electrical Inspection,2/08/2015,31/07/2016,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1235,NZ Maint - Elec Insp,Electrical Inspection,2/08/2015,31/07/2016,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1235,NZ Maint - Elec Insp,Electrical Inspection,1/08/2016,31/07/2017,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1235,NZ Maint - Elec Insp,Electrical Inspection,1/08/2017,31/07/2018,,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1235,NZ Maint - Elec Insp,Electrical Inspection,1/08/2017,31/07/2018,Manufacturing & Engineering,Electrician,27/03/1995
10000018,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Elec,1235,NZ Maint - Elec Insp,Electrical Inspection,1/08/2018,31/12/9999,Manufacturing & Engineering,Electrician,27/03/1995
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,4/08/2013,2/08/2014,,Verifier,2/08/1976
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,3/08/2014,1/08/2015,,Verifier,2/08/1976
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,2/08/2015,31/07/2016,,Verifier,2/08/1976
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2016,31/07/2017,,Verifier,2/08/1976
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2017,31/07/2018,,Verifier,2/08/1976
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Verifier,2/08/1976
10000022,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products B Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Verifier,2/08/1976
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,4/08/2013,2/08/2014,,Verifier,4/02/1985
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,3/08/2014,1/08/2015,,Verifier,4/02/1985
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,2/08/2015,31/07/2016,,Verifier,4/02/1985
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2016,31/07/2017,,Verifier,4/02/1985
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2017,31/07/2018,,Verifier,4/02/1985
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Verifier,4/02/1985
10000023,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1160,NZ Inspect,Finished Products D Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Verifier,4/02/1985
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,4/08/2013,2/08/2014,,Forming Services Fitter,28/10/1980
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,3/08/2014,1/08/2015,,Forming Services Fitter,28/10/1980
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,2/08/2015,28/02/2016,,Forming Services Fitter,28/10/1980
10000027,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,29/02/2016,31/07/2016,,Forming Services Team Leader,28/10/1980
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2016,31/07/2017,,Forming Services Team Leader,28/10/1980
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,,Forming Services Team Leader,28/10/1980
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2017,31/07/2018,Manufacturing & Engineering,Forming Services Team Leader,28/10/1980
10000027,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1210,NZ Mould Repairs,Forming Services,1/08/2018,31/12/9999,Manufacturing & Engineering,Forming Services Team Leader,28/10/1980
10000029,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,4/08/2013,2/08/2014,,Process Engineer,2/07/1990
10000029,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,3/08/2014,1/08/2015,,Process Engineer,2/07/1990
10000029,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,2/08/2015,2/02/2016,,Process Engineer,2/07/1990
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,4/08/2013,2/08/2014,,Process Engineer,2/07/1998
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,3/08/2014,1/08/2015,,Process Engineer,2/07/1998
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,2/08/2015,31/07/2016,,Process Engineer,2/07/1998
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,1/08/2016,31/07/2017,,Process Engineer,2/07/1998
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,1/08/2017,31/07/2018,,Process Engineer,2/07/1998
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,1/08/2017,31/07/2018,Manufacturing & Engineering,Process Engineer,2/07/1998
10000031,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1110,NZ Melt,Process Control,1/08/2018,31/12/9999,Manufacturing & Engineering,Process Engineer,2/07/1998
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,4/08/2013,2/08/2014,,Plant Maintenance Team Leader,19/01/1981
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,3/08/2014,1/08/2015,,Plant Maintenance Team Leader,19/01/1981
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,2/08/2015,31/07/2016,,Plant Maintenance Team Leader,19/01/1981
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,1/08/2016,31/07/2017,,Plant Maintenance Team Leader,19/01/1981
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,1/08/2017,31/07/2018,,Plant Maintenance Team Leader,19/01/1981
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,1/08/2017,31/07/2018,Manufacturing & Engineering,Plant Maintenance Team Leader,19/01/1981
10000032,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Day Glass,1220,NZ Maint - General,Plant Maintenance,1/08/2018,31/12/9999,Manufacturing & Engineering,Plant Maintenance Team Leader,19/01/1981
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,4/08/2013,2/08/2014,,Waremaker,25/01/1999
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,3/08/2014,1/08/2015,,Waremaker,25/01/1999
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,2/08/2015,31/07/2016,,Waremaker,25/01/1999
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,1/08/2016,31/07/2017,,Waremaker,25/01/1999
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,1/08/2017,31/07/2018,,Waremaker,25/01/1999
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Waremaker,25/01/1999
10000033,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming C Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Waremaker,25/01/1999
10000035,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,4/08/2013,2/08/2014,,Waremaker,31/01/1989
10000035,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,3/08/2014,1/08/2015,,Waremaker,31/01/1989
10000035,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,2/08/2015,31/07/2016,,Waremaker,31/01/1989
10000035,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming A Shift,1/08/2016,17/07/2017,,Waremaker,31/01/1989
10000035,Promotion,Promotion,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,18/07/2017,31/07/2017,Manufacturing & Engineering,Waremaker,31/01/1989
10000035,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Waremaker,31/01/1989
10000035,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Waremaker,31/01/1989
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,4/08/2013,2/08/2014,,Machine Maintenance Fitter,29/10/1979
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,3/08/2014,1/08/2015,,Machine Maintenance Fitter,29/10/1979
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,2/08/2015,31/07/2016,,Machine Maintenance Fitter,29/10/1979
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,1/08/2016,31/07/2017,,Machine Maintenance Fitter,29/10/1979
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,1/08/2017,31/07/2018,,Machine Maintenance Fitter,29/10/1979
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,1/08/2017,31/07/2018,Manufacturing & Engineering,Machine Maintenance Fitter,29/10/1979
10000039,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1240,NZ Maint - Machine,Machine Maintenance,1/08/2018,31/12/9999,Manufacturing & Engineering,Machine Maintenance Fitter,29/10/1979
10000041,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,4/08/2013,2/08/2014,,Bottle Machine Operator Grade 1,2/12/1988
10000041,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,3/08/2014,1/08/2015,,Bottle Machine Operator Grade 1,2/12/1988
10000041,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,2/08/2015,31/07/2016,,Bottle Machine Operator Grade 1,2/12/1988
10000041,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming D Shift,1/08/2016,11/07/2017,,Bottle Machine Operator Grade 1,2/12/1988
10000041,Promotion,Transfer,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,12/07/2017,31/07/2017,Manufacturing & Engineering,Bottle Machine Operator Grade 1,2/12/1988
10000041,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,1/08/2017,31/07/2018,Manufacturing & Engineering,Bottle Machine Operator Grade 1,2/12/1988
10000041,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1130,NZ Forming,Forming B Shift,1/08/2018,31/12/9999,Manufacturing & Engineering,Bottle Machine Operator Grade 1,2/12/1988
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,4/08/2013,2/08/2014,,Electrician,15/04/2002
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,3/08/2014,1/08/2015,,Electrician,15/04/2002
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,2/08/2015,31/07/2016,,Electrician,15/04/2002
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2016,31/07/2017,,Electrician,15/04/2002
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2017,31/07/2018,,Electrician,15/04/2002
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2017,31/07/2018,Manufacturing & Engineering,Electrician,15/04/2002
10000042,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Elec,1230,NZ Maint - Elec Plan,Electrical,1/08/2018,31/12/9999,Manufacturing & Engineering,Electrician,15/04/2002
10000043,Change in pay,Pay scale increase,1010,ACI Operations NZ Limited,Auckland - GPNZ - Wages,Shift Glass,1100,NZ Batch,Raw Material,4/08/2013,2/08/2014,,Raw Material Operator,3/11/1992
