Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date,Time in role
550,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9020,SYD Unit PlntMrg SP1,Production Line Management 2,5/09/2016,19/10/2018,Manufacturing & Engineering,UPM,13/02/1989,774
554,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,7/07/2013,1/08/2019,Manufacturing & Engineering,GENERAL PLANT OPERATOR,30/09/1984,2216
556,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9815,SYD SP31 MachineLine,D Shift,7/07/2013,6/09/2015,,PROCESS SPECIALIST,1/07/1999,791
559,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,D Shift,7/07/2013,3/10/2018,Manufacturing & Engineering,MULTI SKILLED OPERATOR,25/04/1993,1914
560,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9810,SYD SP11 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,15/07/1996,2216
561,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,17/03/1993,2216
564,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6060,BNE Integrated Syste,Unit Plant QG3,23/11/2009,28/02/2018,Manufacturing & Engineering,Shift Manager D,7/02/1991,3019
564,Transfer,Classification Change,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Unit Plant QG3,1/08/2016,1/08/2019,Manufacturing & Engineering,FMU QG32,7/02/1991,1095
564,Transfer,Classification Change,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,Integrated Systems and Risk,1/03/2018,1/08/2019,Manufacturing & Engineering,Pack Centre Manager,7/02/1991,518
568,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,A Shift,3/07/2011,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,1/07/1999,2951
574,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9816,SYD SP32 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,10/08/1992,2216
575,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9815,SYD SP31 MachineLine,C Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,30/11/1986,2216
576,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9815,SYD SP31 MachineLine,A Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,9/07/1989,2216
586,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9815,SYD SP31 MachineLine,D Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,TRAINEE LINE LEADER,2/11/1992,2216
589,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,7/07/2013,1/08/2019,Manufacturing & Engineering,H/E JOB CHANGE CREW,1/05/1997,2216
590,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,A Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,5/12/2002,2216
591,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,22/02/1994,2216
593,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,15/10/1989,2216
594,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9230,SYD Maint - Electric,Plant Electrical Sydney,7/07/2013,1/08/2019,Manufacturing & Engineering,ELECTRICIAN,3/07/1981,2216
595,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9815,SYD SP31 MachineLine,C Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,25/04/1993,2216
596,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9810,SYD SP11 MachineLine,D Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,LINE LEADER,10/11/1992,2216
597,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9230,SYD Maint - Electric,Plant Electrical Sydney,7/07/2013,1/08/2019,Manufacturing & Engineering,ELECTRICIAN,6/09/1993,2216
599,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9810,SYD SP11 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,2/04/1989,2216
603,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,7/07/2013,1/08/2019,Manufacturing & Engineering,Mechanical Trades Special Class,7/10/1993,2216
605,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,10/07/1995,2216
607,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,7/07/2013,1/08/2019,Manufacturing & Engineering,Mechanical Trades Special Class,10/11/1987,2216
609,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,A Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,PROCESS SPECIALIST,8/10/1989,2216
611,Data Conversion2(Aus),Data Load,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9060,SYD Integrated Syste,Customer Technical Services,1/10/1999,1/07/2017,Manufacturing & Engineering,Technical Services Representative,20/08/1975,6483
619,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4490,GOSC Oper Advance,Operational Advancement,1/01/2013,16/08/2017,,Forming Operations SME,3/10/1989,1688
620,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9060,SYD Integrated Syste,C Shift,5/06/2011,16/04/2018,Manufacturing & Engineering,Shift Manager (C) - Penrith,1/11/1974,2507
622,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Plant Reliability Sydney,15/03/2013,1/08/2019,Manufacturing & Engineering,Reliability Manager,11/07/1988,2330
627,Data Conversion2(Aus),Data Load,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,O-I Sydney Plant,1/10/1999,1/08/2019,Manufacturing & Engineering,Hot End Trainer,8/10/1990,7244
637,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9815,SYD SP31 MachineLine,B Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,TRAINEE LINE LEADER,14/12/1998,2216
642,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9050,SYD Production Suppo,Manufacturing,15/03/2013,18/01/2015,,Production Support Manager,10/02/1985,674
642,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Line Management 2,19/01/2015,1/08/2019,Manufacturing & Engineering,Line Manager,10/02/1985,1655
644,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Support,1/05/2010,1/08/2019,Manufacturing & Engineering,Hot End Job Change Co-ordinator,27/08/1979,3379
646,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Line Management 2,28/09/2007,1/08/2019,Manufacturing & Engineering,Line Manager,22/09/1987,4325
647,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Operational Capability,1/07/2013,1/08/2019,Manufacturing & Engineering,Forming & Forehearth Operations Manager,8/08/1989,2222
648,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Line Management 2,1/05/2010,1/08/2019,Manufacturing & Engineering,Line Manager,20/12/1985,3379
653,Transfer,Classification Change,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6260,BNE Plant Reliabilit,Plant Maintenance,1/12/2006,1/08/2019,Manufacturing & Engineering,Plant Engineer,9/11/1993,4626
655,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9060,SYD Integrated Syste,Quality Services,15/03/2013,1/07/2016,,Intergrated Systems & Risk Manager,1/01/1997,1204
668,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9810,SYD SP11 MachineLine,D Shift,7/07/2013,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,17/08/1999,2216
675,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4385,OI Aust Food Sales,Food & NAB Segment,28/05/2007,31/12/2014,,Senior Sales Account Manager (VIC),15/06/1998,2774
675,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/01/2015,7/07/2017,,Key Account Director,15/06/1998,918
678,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,1/09/2004,31/12/2016,,Benefits & Compensation Manager,1/02/1999,4504
688,Data Conversion2(Aus),Data Load,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6260,BNE Plant Reliabilit,Plant Reliability,1/10/1999,1/08/2019,Manufacturing & Engineering,Process Control & IT Engineer,30/06/1980,7244
690,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4296,OIAP Expatriates,Expatriates,1/04/2013,31/12/2014,,Forming Development Manager Vietnam,15/01/1975,639
690,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Forming Development,1/01/2015,1/08/2019,Manufacturing & Engineering,Forming Development Manager,15/01/1975,1673
693,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,National Planning,1/11/2013,31/10/2015,,Director of Planning O-I Oceania,1/02/1994,729
693,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Operational Capability,1/11/2015,1/08/2019,Manufacturing & Engineering,Director of Operational Capability,1/02/1994,1369
700,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,,,,1/04/2006,31/10/2016,Legal,Integration: default position,9/06/1998,3866
703,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6260,BNE Plant Reliabilit,Plant Reliability,1/12/2013,30/04/2015,,Plant Reliability Manager,27/03/1995,515
703,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,O-I Brisbane Plant,1/05/2015,30/06/2017,,Plant Manager,27/03/1995,791
703,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and Integration O-I AP,23/11/2015,1/08/2019,Strategy & Integration,Growth Manager – Capital & Engineering,27/03/1995,1347
703,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and Integration O-I AP,1/07/2017,1/08/2019,Strategy & Integration,"Director, Strategic Programs",27/03/1995,761
705,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4301,OIAP Joint Venture,Business Planning,4/02/2013,30/04/2014,,Strategic Program Manager,12/10/1998,450
705,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,O-I Melbourne Plant,1/05/2014,31/12/2016,,Plant Manager ACI Glass Pkg Melbourne,12/10/1998,975
705,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC Glass Expatriate,Jakarta,4296,OIAP Expatriates,Manufacturing and Engineering O-I AP,1/01/2017,10/04/2018,Manufacturing & Engineering,Operations Director – South East Asia,12/10/1998,464
705,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,ANZ Operations,11/04/2018,1/08/2019,Manufacturing & Engineering,Operations Director ANZ,12/10/1998,477
717,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9020,SYD Unit PlntMrg SP1,Manufacturing,1/02/2011,30/01/2015,,Line Manager,14/09/1981,1459
717,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Shift,9270,SYD Manufacturing,A Shift,31/01/2015,1/08/2019,Manufacturing & Engineering,Shift Manager (A) - Penrith,14/09/1981,1643
718,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/09/2004,30/09/2014,,Demand Planning Manager,23/01/1967,3681
721,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4570,OIAP Distribution,Distribution - Victoria,1/09/2004,29/04/2017,,Warehouse Supervisor,1/03/1976,4623
724,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,1/09/2004,30/09/2017,Supply Chain,Factory Planning Analyst,31/01/1989,4777
740,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Regional Integrated Operations,1/08/2012,31/08/2014,,VP Regional Integrated Operations,2/12/1986,760
748,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Category Sales_Food and NAB,1/01/2008,1/08/2019,Commercial,Account Manager,6/07/1998,4230
761,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Sales & Marketing O-I Australia,1/07/2013,31/07/2016,,Customer Integration Manager,18/06/1998,1126
761,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,1/08/2016,29/12/2017,Supply Chain,Import Manager,18/06/1998,515
764,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Commercial O-I Asia Pacific,1/01/2010,1/08/2019,Commercial,Innvtion & Packaging Solutions Facilitor,1/05/1998,3499
767,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4500,GOSC Mould Design,Product & Mould Design,1/07/2013,1/08/2019,Manufacturing & Engineering,Mould Development Lead,16/01/1984,2222
768,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4540,OIAP Prodn Planning,O-I Australia,12/09/2011,31/12/2014,,Business Process Manager,16/01/1989,1206
775,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,22/04/2013,18/10/2015,,Quality Services Manager,24/05/1999,909
775,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Shift,7060,MEL Integrated Syste,Integrated Systems and Risk,15/10/2014,31/10/2015,,Shift Manager,24/05/1999,381
775,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Customer Technical Services,1/11/2015,1/08/2019,Manufacturing & Engineering,Technical Services Representative,24/05/1999,1369
778,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4500,GOSC Mould Design,Mould Design and Draughting,1/07/2013,17/11/2014,,Design Draughtsperson,6/01/1992,504
779,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4510,OIAP Regional Qualit,Regional Quality,1/08/2012,19/08/2016,,Quality Engineering Manager,20/11/1989,1479
783,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Treasury Operations,13/05/2013,1/08/2019,Finance,Treasury Operations & AP Manager,4/01/1999,2271
783,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Treasury Operations,1/06/2014,1/08/2019,Finance,Treasury Operations Manager,4/01/1999,1887
791,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,1/07/2013,16/01/2014,,Senior Electrical Engineer,8/09/1986,199
811,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,Integrated Systems and Risk,1/04/2011,27/07/2014,,SENIOR PRODUCT QUALITY ENGINEER,8/05/1978,1213
811,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,Integrated Systems and Risk,28/07/2014,15/11/2014,,Quality and Inspection Coordinator,8/05/1978,110
815,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,1/02/2007,10/08/2017,Supply Chain,Supply Chain Planning Analyst,20/11/1995,3843
818,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,1/07/2013,1/08/2019,Information Technology,IT Technical Analyst,12/12/1988,2222
825,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,1/04/2013,25/11/2014,,Integrated Systems and Risk Manager,20/06/1977,603
827,Data Conversion2(Aus),Data Load,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services,1/10/1999,22/07/2014,,Payroll Officer,16/06/1986,5408
833,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9060,SYD Integrated Syste,Line Development,9/05/2011,1/03/2015,,Quality Services Manager,3/05/1999,1392
833,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4320,OIAP Manuf Ops,O-I Operations,2/03/2015,19/03/2017,,"Quality Manager, O-I Australia",3/05/1999,748
833,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,UPM4,20/03/2017,1/08/2019,Manufacturing & Engineering,Unit Plant Manager,3/05/1999,864
836,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4510,OIAP Regional Qualit,Regional Quality,1/07/2013,1/08/2019,Manufacturing & Engineering,Manager Specifications&Technical Support,1/05/1972,2222
839,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4500,GOSC Mould Design,Product & Mould Design,1/07/2013,1/08/2019,Manufacturing & Engineering,Product & Mould Design Manager,7/03/1988,2222
842,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Commercial Projects,1/07/2013,11/07/2015,,Financial Planning and Analysis Manager,2/11/1994,740
843,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,O-I Australia,1/09/2004,17/02/2017,,Personal Assistant,27/04/1992,4552
847,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Admin and Facilities O-I Asia Pacific,1/09/2004,1/08/2019,Administration & Facilities,Corporate Office Manager,28/10/1980,5447
848,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,Integrated Systems & Risk,1/10/2012,11/09/2014,,Environment & Sustainability Coordinator,21/03/1977,710
850,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Applications,1/01/2007,1/08/2019,Information Technology,Senior Analyst Developer,3/05/1999,4595
851,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7020,MEL Unit PlntMrg MB3,Unit Plant Management Tank 3,1/02/2012,28/02/2014,,Line Manager MB34,9/06/1987,758
851,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,1/03/2014,1/08/2019,,Product Quality Engineer,9/06/1987,1979
851,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Customer Technical Services,1/04/2016,1/08/2019,Manufacturing & Engineering,Technical Services Representative,9/06/1987,1217
856,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4500,GOSC Mould Design,Product & Mould Design,1/07/2013,1/08/2019,Manufacturing & Engineering,Design Draughtsperson,1/11/1996,2222
